id	g	browse	lectures	forum_read	forum_post	attendance
1058	79	-0.85	0.49	-0.1	1.16	0.4
1059	79	-0.66	-0.24	0	0.53	-0.22
1060	79	-0.79	-1.28	-1.25	0.35	-1.75
1061	79	-0.14	0.07	-0.7	-0.51	-1.06
1062	80	-1.81	0.19	-0.78	-1.36	-0.05
1063	80	-1.22	-1.41	0.26	-0.48	-0.07
1064	80	-1.66	-0.58	-1.49	0.07	-0.98
1065	80	0.21	0.23	-1.25	-0.57	-1.09
1066	80	1.31	0.49	1.5	1.11	1.46
1067	80	2.44	-0.81	2.27	-1.11	0.6
1068	80	0.11	0.58	0.95	-0.87	1.01
1069	80	0.36	1.09	1.5	1.93	1.31
1070	80	1.15	-0.09	0.26	-1.13	0.29
1071	80	-0.13	-1.66	-1.83	-0.63	-1.38
1072	80	-1.02	0.27	-1.29	-0.12	-1.09
1073	80	0.33	0.36	0.29	-0.87	0.19
1074	80	-1.34	-0.77	-0.63	-0.82	-0.4
1075	80	0.18	0.37	-0.01	0.85	0.07
1076	81	-0.06	-0.05	0.4	-0.7	-0.21
1077	81	1.33	-0.75	-0.64	1.45	1.29
1078	81	-0.03	-1.52	1.94	1.2	-0.32
1079	81	1.53	0.01	1.17	-0.57	0.47
1080	81	1.27	0.36	1.2	0.13	0.65
1081	81	0.96	0.49	-0.01	0.61	1.54
1082	81	-0.34	-0.15	-0.46	-0.51	-0.87
1083	81	2.33	1.69	0.53	0.61	1.92
1084	81	-0.26	-0.86	-0.4	0.09	0.8
1085	81	-0.1	-0.3	1.79	-0.21	-0.29
1086	81	-0.13	-0.86	-0.37	-1.02	0.29
1087	81	-0.28	0.47	-0.89	-0.74	-0.58
1088	82	-1.62	-0.16	-1.07	-1.5	-1.06
1089	82	-1.35	-0.59	0.13	-0.85	-1.29
1090	82	-0.88	0.08	-1.16	-1.09	-1.16
1091	82	-1.59	0.46	-0.66	-2.01	-0.43
1092	82	-0.09	-1.24	-0.85	-1.51	-0.75
1093	82	-1.07	-0.65	-0.95	-1.22	-1.49
1094	82	0.27	-0.63	-1.02	-1.03	-0.75
1095	82	-0.34	0.38	-0.51	-1.47	0.47
1096	82	-0.92	1.38	-0.42	-0.67	-0.79
1097	82	-1.27	-1.04	-1.6	0.1	-1.61
1098	82	-1.26	-0.33	-1.93	-1.71	-0.87
1099	82	-1.85	-0.2	-2.17	-1.51	-1.38
1100	82	-1	-1.12	-0.92	-1.59	-0.88
1101	82	-0.7	-1.85	-0.01	-0.76	-0.27
1102	82	-0.2	0.36	-0.88	-0.63	-0.09
1103	83	0.4	0.02	0.62	1.63	1.42
1104	83	-1.69	-0.53	-2.14	-0.42	-1.01
1105	83	-0.01	-0.79	-0.52	-1.56	-0.94
1106	83	-1.72	0.55	-0.33	-0.11	-0.41
1107	83	0.06	-1.88	-1.25	-1.37	-1.01
1108	83	0.27	-1.11	-0.76	-0.62	-0.15
1109	83	0.13	0.87	-1.74	-0.11	-0.27
1110	83	-0.3	-1.41	-1.26	-1.42	-1.16
1111	83	-1.85	-0.41	-0.57	-1.6	-0.74
1112	83	-0.31	-0.35	-1.76	-1.01	-0.48
1113	83	-0.53	-2.64	-1.1	-2.21	-0.28
1114	83	-0.8	-0.54	-0.39	-0.3	-0.08
1115	83	-1.76	-1.18	-0.89	-0.26	-1.24
1116	83	-1.41	-1.27	-1.28	0.18	-0.77
1117	83	-0.36	-1.55	-0.49	0.09	-0.75
1118	84	-0.97	-0.55	-0.49	-0.74	-0.35
1119	84	-1.3	-0.57	-0.68	-0.19	-0.59
1120	84	1.08	0.65	-0.85	-1.21	-0.77
1121	84	-1.09	-0.81	-1.59	-2.09	-0.41
1122	84	0.03	-0.72	-0.4	-0.29	-0.98
1123	84	-0.19	-1.93	0.04	0.26	0.19
1124	84	-1.88	-0.66	-0.92	-1.25	-1.83
1125	84	-0.87	-1.63	-0.51	-0.66	-2.05
1126	84	-1.89	-0.87	-0.51	-1.13	-1.96
1127	84	-1.24	-0.8	-0.28	-1.29	-1.44
1128	84	-0.25	-0.99	-1.11	-0.65	-1.15
1129	84	1	-0.5	-1.08	-1.15	-1.81
1130	84	-0.69	-0.59	-1.28	0.92	-1.37
1131	84	-1.82	-1.17	-0.23	-0.89	-0.55
1132	85	-0.71	-0.05	1.46	0.89	0.67
1133	85	1.54	1.21	1.66	1.46	0.93
1134	85	0.56	-1.36	1.84	0.82	-0.18
1135	85	-0.06	-0.76	0.69	3.05	0.56
1136	85	0.26	0	0.59	0.31	0.3
1137	85	0.66	0.04	-0.47	-0.6	-0.42
1138	85	1.44	-0.1	0.51	0.19	-0.12
1139	85	-2.16	-0.64	-2.18	-0.33	-1.05
1140	85	1.38	0.92	0.1	0.86	0.61
1141	85	1	-0.03	0.1	-0.19	0.9
1142	85	-0.2	-0.07	0.83	1.01	1.15
1143	85	1.42	-1.04	1.17	0.34	0.52
1144	85	-0.21	0.41	-1.05	-0.93	-1.22
1145	85	0.92	1.05	-0.45	1.47	0.19
1146	86	-0.39	0.19	-1.8	-0.21	-0.61
1147	86	-0.93	0.83	-1.45	-0.61	0.17
1148	86	0.01	0.45	-0.28	-0.5	-0.2
1149	86	-1.64	0.5	-1	-0.4	-0.55
1150	86	-1.54	-0.74	-0.86	-0.79	-1.92
1151	86	-0.51	0.32	-0.28	-0.11	-1.43
1152	86	0.46	-1.25	-0.44	-0.62	-1.03
1153	86	0.11	-1.13	-0.62	0.33	-0.53
1154	86	-1.47	-0.87	0.05	1.03	0.87
1155	86	-0.57	1.19	-1.25	2.39	-0.5
1156	86	0.36	0.12	0.46	0.77	-0.42
1157	86	1.05	1.76	1.45	1.23	0.09
1158	86	0.54	2.76	1.01	1.34	0.33
1159	86	-1.07	0.28	-1.14	0.21	0.06
1160	86	-0.44	-1.23	-0.52	-0.24	-0.57
1161	87	-1.75	-0.47	0.8	-0.01	-1.14
1162	87	-0.45	0.31	0.23	-0.7	-0.39
1163	87	-1.47	-0.74	-2.32	-0.95	-1.41
1164	87	0.19	-1.22	1.25	0.92	0.94
1165	87	-1.35	-0.8	-1.41	-0.84	-2.04
1166	87	0.85	-1.14	0.43	1.46	-0.23
1167	87	0.82	-0.47	0.94	-1.37	0.13
1168	87	1.65	-0.54	0.43	-1.24	0.95
1169	87	-0.26	-1.64	-0.04	0.32	0.99
1170	87	0.32	0.08	0.2	0.77	1.08
1171	87	0.58	0.35	0.67	-0.11	0.55
1172	87	0.44	0.64	1.42	-0.22	0.84
1173	87	-0.67	-0.67	-1.25	-0.48	-0.98
1174	87	0.72	-0.92	-0.58	-0.01	-1.08
1175	88	1.1	-0.7	-0.87	-1.81	-0.79
1176	88	-0.01	-1.88	0.4	0.18	0.25
1177	88	-0.01	0.23	-1.63	-0.16	-1.41
1178	88	1.01	-1.2	-0.3	-0.94	-1.3
1179	88	-0.27	-0.98	-1.06	-1.32	-0.39
1180	88	0	-0.29	-0.95	-0.25	-0.41
1181	88	0.21	0.23	-0.94	-0.27	-1.25
1182	88	0.19	0.96	0.89	1.67	1.53
1183	88	0.14	0.18	-0.01	-0.81	0.45
1184	88	0.23	1.09	1.19	2.16	1.59
1185	88	1.31	1.4	0.31	0.42	0.95
1186	89	-0.99	-0.03	-0.56	-0.63	-1.22
1187	89	0.39	1.27	0.87	0.93	0.23
1188	89	-0.71	-1.39	-1.27	-0.05	-1.47
1189	89	0.41	0.15	1.71	0.33	1.13
1190	89	0.29	1.33	0.66	1.06	0.87
1191	89	0.02	0.2	0.78	0.12	0.09
1192	89	-0.6	0.89	0.63	-0.03	0.78
1193	89	0.23	-0.54	-0.68	-1.43	-0.33
1194	89	-2.03	-0.67	-0.11	-0.76	-2.05
1195	89	-1.04	-0.95	-0.48	-0.41	-1.56
1196	89	1.08	0.43	0.91	0.86	0.97
1197	89	1.06	0.53	1.24	0.76	1.55
1198	89	0.98	0.58	-1.2	1.74	1.21
1199	89	-0.93	-0.23	1.04	0.07	-0.02
1200	90	1.34	1.05	0.12	1.59	1.46
1201	90	0.49	0.48	-0.65	-0.22	-0.33
1202	90	1.42	-1.2	1.28	0.74	-0.11
1203	90	-1.03	0.2	-1.55	1.59	-0.58
1204	90	-0.22	0.37	1.16	-0.16	0.25
1205	90	0.61	1.05	0.93	-0.38	-0.23
1206	90	1.16	-0.1	0.5	-0.01	0.48
1207	90	-0.34	1.7	0.74	0.68	-0.05
1208	90	1.74	1.78	1.04	-0.05	1.02
1209	90	1.2	-0.91	0.28	1.32	-0.46
1210	90	0.74	-0.45	0.95	0.03	0.67
1211	90	0.74	0.04	-0.56	1.01	0.83
1212	90	-1.59	-1.35	-0.74	-0.17	-1.4
1213	90	-0.41	-0.16	-0.69	-1.95	-1.08
1214	91	-1.34	0.19	-2.05	-0.74	-1.4
1215	91	0.06	-0.39	-0.34	-1.54	-0.3
1216	91	-2.79	-0.67	-1.3	-1.25	-1.16
1217	91	-0.77	-1.12	-0.71	1.37	-0.4
1218	91	-0.22	-1.38	-0.37	-0.23	-0.7
1219	91	-1.04	-0.15	1.15	-1.92	-0.7
1220	91	-0.92	0.56	-0.74	0.35	-0.6
1221	91	0.59	0.63	-0.65	-0.17	0.66
1222	91	-1.01	-0.73	-1.08	-0.1	-2.08
1223	91	-0.77	-0.18	-1.07	0.2	-1.74
1224	91	-0.77	-0.93	-0.86	-2.17	-0.53
1225	91	-1.17	-0.23	-0.01	-1.72	-0.77
1226	91	0.11	-0.15	-1.35	-0.99	-1.17
1227	91	0.15	-0.65	-0.76	-1.28	-1.32
1228	91	-0.16	0.45	-0.06	0.7	0.28
1229	92	-0.32	-0.7	-1.03	-1.05	-0.62
1230	92	-0.38	-0.35	-1.47	-0.46	-1.38
1231	92	-0.99	0.62	-0.4	0.17	-0.55
1232	92	-1.5	0.1	-1.16	0.82	0.39
1233	92	-1.53	-0.88	-2.73	-0.01	-1.8
1234	92	-1.49	0.47	-1.62	-0.83	-1.78
1235	92	-1.47	-0.1	-0.51	-1.59	-2.02
1236	92	-0.75	0.28	-0.6	-0.36	0.06
1237	92	0.2	-0.61	-0.82	-0.38	0.19
1238	92	0.3	1.73	0.17	0.65	1.3
1239	92	-0.69	0.45	0.88	0.84	1.36
1240	92	-0.02	1.77	0.2	0.4	1.18
1241	92	-0.44	1.07	1.45	0	1.32
1242	93	-1.11	-1.16	-0.48	-0.62	-0.22
1243	93	0.02	-0.01	-1.77	-1.42	-0.83
1244	93	-1.12	-1.16	-0.79	0.29	-1.76
1245	93	0.33	-0.88	-0.26	-0.21	-1.25
1246	93	0.13	-0.36	-0.43	-0.11	-0.52
1247	93	-1.26	0.12	-1.25	-0.52	-0.65
1248	93	-1.77	-1.77	-1.54	-0.68	-1.59
1249	93	-0.5	-0.67	-1.49	-1.34	-1.23
1250	93	-2.11	-0.82	-2.05	-1	-1.67
1251	93	-0.46	-1.93	-1.23	-0.86	-0.25
1252	93	-1.45	-0.36	-1.28	-0.55	-0.91
1253	93	-1	-0.07	-1.55	-1.38	-1.77
1254	93	-1.94	-1.43	-1.17	0.28	-1.15
1255	94	-0.31	0.79	0.01	0.44	1.4
1256	94	0.32	1.48	1.88	0.74	0.65
1257	94	-0.55	1.4	-0.27	1.3	-0.65
1258	94	1.02	2.49	0.55	-0.78	0.6
1259	94	-1.38	-1.31	-0.01	-1.54	-0.68
1260	94	-0.44	-0.48	-0.79	-0.81	-0.32
1261	94	0.08	1.25	-0.03	0.18	1.27
1262	94	-0.15	-1.09	-0.22	-0.02	0.24
1263	94	1.11	-0.08	1.17	-0.9	1.16
1264	94	1.31	-0.06	1.12	0.43	0.69
1265	94	1.07	1.4	-0.84	0.54	0.77
1266	94	0.05	-0.04	0.7	0.12	-0.01
1267	94	0.23	-0.7	0.27	0.71	0.89
1268	94	0.81	1.94	0.62	0.03	1.2
1269	95	0.68	0.44	1.47	0.46	1.08
1270	95	1.17	0.72	0.44	0.68	0.8
1271	95	1.64	0.88	1.05	0.1	0.85
1272	95	1.17	0.92	0.56	1.26	1.25
1273	95	0.18	1.14	1.63	0.88	1.05
1274	95	1.34	1.05	0.9	0.72	-0.28
1275	95	-0.59	0.9	0.83	-0.9	0.56
1276	95	0.06	-1.34	-1.27	-0.37	-0.39
1277	95	-1.05	-0.28	-2.06	-1.37	-0.88
1278	95	-0.16	1.44	-0.16	0.99	-0.66
1279	95	0.28	-0.05	0.87	0.4	1.32
1280	95	-0.54	1.66	1.05	1.38	2.07
1281	96	-0.05	0.52	1.43	-1.04	0.09
1282	96	1.24	-1.66	0.63	0.54	0.47
1283	96	0.36	0.31	0.93	0.28	0.62
1284	96	-0.57	-0.15	-1.4	-1.5	-1.19
1285	96	0.28	0.53	1.69	0.9	0.65
1286	96	0.66	-1.17	1.61	0.69	1
1287	96	0.34	-0.89	1.02	0.73	1.39
1288	96	0.16	-0.04	0.54	-0.22	-0.16
1289	96	0.03	1.74	0.04	-0.65	-0.62
1290	96	0.97	-0.11	0.13	-1.18	0.06
1291	96	-0.6	1.52	0.45	-0.55	0.32
1292	96	0.96	0.81	-0.41	0.02	0.83
1293	96	0.87	-0.39	1.52	0.84	1.24
1294	97	-0.52	-0.31	-0.8	-0.92	-0.76
1295	97	-0.33	-1.29	-0.04	0.33	-0.12
1296	97	0.38	-0.79	-0.41	-0.29	-1.68
1297	97	-0.49	1.12	-1.44	-1.02	-1.29
1298	97	-1.1	-0.44	-1.25	-1.19	-1.6
1299	97	0.18	0.19	-0.38	-1.01	-0.99
1300	97	0.37	0.15	-0.19	-0.34	0.33
1301	97	0.02	-0.45	-1.79	-0.51	-0.44
1302	97	-1.02	0.79	-1.46	-1.72	-1.71
1303	97	-0.11	0.03	-1.34	-0.5	-0.31
1304	97	-1.29	-0.39	-1.59	-1.54	-2.31
1305	97	-1.05	0.36	-0.85	-0.85	-0.15
1306	97	-0.91	0.6	-1.52	0.01	-1.2
1307	97	-1.27	0.09	-1.34	-1.35	-1.5
1308	98	-0.05	-0.01	0.12	1.55	0.29
1309	98	-0.16	0.69	0.69	1.18	0.75
1310	98	2.01	0.5	2.34	-0.84	0.06
1311	98	1.63	0.61	-0.08	0.94	0.26
1312	98	1.22	0.73	0.93	0.21	0.83
1313	98	-0.09	1.26	-0.31	1.26	0.63
1314	98	1.6	0.2	-0.19	-0.11	1.08
1315	98	0.59	0.84	0.84	-0.83	0.29
1316	98	1.8	-0.19	0.25	-1.06	0.56
1317	98	-1.39	-0.86	-0.39	0.11	-0.89
1318	98	1.09	0.33	1.41	0.59	0.79
1319	99	-2.02	-0.38	-0.39	-1.95	-1.9
1320	99	-0.17	1.17	0.76	1.04	1.15
1321	99	1.25	0.32	-0.11	1.72	1.04
1322	99	0.49	1.37	0.25	-0.77	0.44
1323	99	-0.12	-0.31	-0.8	-0.11	0.01
1324	99	-0.09	0.57	-0.47	-0.56	-0.39
1325	99	-0.86	-1.13	-1.78	-1.27	-1.08
1326	99	-2.13	-0.89	0.23	-0.57	0.14
1327	99	-0.89	-0.03	-1	-1.11	-1.21
1328	99	0.45	-1.19	-0.87	-0.69	-0.57
1329	99	-0.68	-1.53	-0.3	-1.44	-0.61
1330	99	-0.6	-0.99	-0.95	-0.27	-1.07
1331	99	-0.5	-1.27	-0.02	-0.4	-1.03
1332	99	-0.69	-0.16	-0.41	-1.64	-0.13
1333	100	-0.92	-0.75	-0.88	-0.71	-0.9
1334	100	1.22	-1.04	0.95	0.06	0.31
1335	100	-0.27	0.75	0.88	0.04	-0.01
1336	100	2.48	1.43	1	1.69	1.24
1337	100	0.38	-0.5	-0.04	2.5	1.61
1338	100	-1.46	-0.21	-1.48	-1.62	-0.73
1339	100	-1.49	-0.4	-1.37	-0.87	-1.39
1340	100	-0.82	-0.75	-1.45	-0.65	-0.59
1341	100	-1.19	0.48	-1.35	-1.16	-2.15
1342	100	-0.16	0.64	0.84	-0.4	0.14
1343	100	0.8	-0.92	1.53	-0.06	1.48
1344	100	1.13	-0.55	0.53	-0.19	0.29
1345	101	-0.25	1.6	1.14	1.9	0.76
1346	101	-0.41	0.01	0.34	1.18	-0.5
1347	101	-0.69	-0.73	1.07	0.88	0.78
1348	101	0.16	1.69	0.75	-0.67	1.24
1349	101	0.23	1.06	0.87	1.64	1.43
1350	101	-0.66	0.8	0.92	-0.41	-0.32
1351	101	0.95	0.56	0.55	-1.01	1.03
1352	101	-0.46	-0.28	1.83	-0.46	-0.34
1353	101	0.9	-1.7	-0.01	0.5	1.86
1354	101	-2.31	1.46	0.68	1.89	-0.06
1355	101	0.71	1.26	1.43	-0.29	0.72
1356	101	0.54	-0.72	-0.2	1.48	0.29
1357	101	-0.44	0.52	-0.69	-1.51	-0.8
1358	101	0.63	-0.29	2	-0.11	0.33
1359	101	1.52	1.9	0.31	0.76	0.71
1360	102	0.4	-1.9	1.47	0.02	-0.11
1361	102	-0.3	0.37	0.71	-0.47	0.4
1362	102	-1.62	1.29	1.47	0.36	0.07
1363	102	1.44	-1.19	-0.79	-0.59	0.34
1364	102	-0.53	1.87	1.17	-0.33	1.12
1365	102	-1.57	-0.52	-0.32	-0.52	-0.95
1366	102	0.12	1.09	1.09	0.33	0.79
1367	102	-0.95	0.39	0.53	0.4	0.74
1368	102	0.17	0.48	0.83	-0.05	0.7
1369	102	-0.99	-1.08	-1.2	-0.75	-1.42
1370	102	-1.23	-0.93	-0.45	-0.61	-1.06
1371	103	-0.07	0.45	0.67	-1.02	0.01
1372	103	1.4	0.98	-0.74	1.39	0.35
1373	103	0.35	0	2.3	0.23	1.49
1374	103	-0.01	0.12	0.35	2.04	0.3
1375	103	1.42	0.3	1.54	0.47	0.89
1376	103	0.3	0.08	0.09	1.56	1.23
1377	103	-0.98	-0.48	-1.41	-0.3	-1.32
1378	103	-1.52	-0.24	-1.45	-0.9	-1.01
1379	103	1.4	0.47	1.2	0.82	0.57
1380	103	-1.13	-0.1	-0.68	-0.23	-0.99
1381	103	1.37	-0.76	1.97	0.17	-0.14
1382	103	-0.41	2.19	0.19	0.44	0.46
1383	104	1.62	1.14	1.63	1.64	1.63
1384	104	1.69	-0.41	0.17	0.61	0.28
1385	104	0.86	1.58	1.9	0.36	-0.17
1386	104	-0.08	1.26	0.03	0.08	1.2
1387	104	-0.81	0.97	0.49	1.77	0.54
1388	104	0.1	0.53	-0.35	1.22	0.64
1389	104	2.14	1.38	1.07	0.88	0.87
1390	104	1.41	-0.21	0.37	1.09	0.51
1391	104	1.83	1.51	0.28	0.49	0.82
1392	104	0.84	1.52	0.62	0.48	-0.01
1393	104	-0.18	0.02	0.69	1.8	-0.33
1394	104	0.88	0.79	-0.01	0.25	0.66
1395	104	2.05	0.75	0.64	1.06	0.59
1396	105	2.31	0.9	-0.18	0.9	0.57
1397	105	0.57	0.89	-0.72	0.45	1.55
1398	105	1.57	1.45	-0.01	0.44	1.12
1399	105	0.75	-0.09	1.19	0.01	1.03
1400	105	0.22	-0.45	0.78	0.99	0.12
1401	105	-0.36	-0.21	0.57	0.22	0.68
1402	105	0.15	1.56	0.15	0.12	1.73
1403	105	1.04	0.91	-0.68	0.65	-0.13
1404	105	0.06	-1	0.58	0.28	0.57
1405	105	-0.43	0.8	1.18	1.88	0.45
1406	105	1.36	-0.48	1.57	0.47	1.86
1407	105	0.69	1.1	0.18	1.47	0.97
1408	105	1.19	0.7	1.31	-0.2	1.11
1409	106	0.08	0.8	0.79	1.07	0.36
1410	106	0.68	0.84	0.23	1.62	0.84
1411	106	1.63	-0.8	0.36	-1.2	0.37
1412	106	0.66	1.14	-0.32	0.4	0.2
1413	106	1.11	-0.89	1.15	0.77	0.82
1414	106	-0.03	0.62	0.31	0.62	1.28
1415	106	-0.89	1.79	0.6	1.52	-0.04
1416	106	1.13	-0.16	0.46	-0.22	0.56
1417	106	0.49	1.48	-0.95	0.34	0.45
1418	106	-0.16	-0.45	-0.08	-0.29	0.46
1419	106	1.75	-1.23	0.96	0.71	-0.03
1420	106	-0.18	0.66	-0.17	0.06	0.43
1421	106	1.02	0.35	0.38	0.49	0.42
1422	106	-0.87	0.73	-0.2	2.24	0.48
