g	c1	c2	c3	c4	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
50	1	3	1	1	399	50	   0.0198707	    0.980129	2	    0.999925	 7.45873e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
50	2	1	3	2	400	50	   0.0198707	    0.980129	2	   0.0608595	     0.93914	2	  0.00495775	    0.995042	   0.0619929	    0.938007
51	2	3	1	1	401	51	    0.998165	  0.00183483	1	    0.993959	  0.00604121	1	    0.993949	  0.00605148	    0.999541	 0.000458781
51	2	1	3	2	402	51	    0.998165	  0.00183483	1	   0.0050624	    0.994938	2	  0.00495775	    0.995042	   0.0619929	    0.938007
51	1	2	3	2	403	51	    0.998165	  0.00183483	1	    0.104749	    0.895251	2	    0.103828	    0.896172	    0.605801	    0.394199
51	3	1	1	2	404	51	    0.998165	  0.00183483	1	   0.0364559	    0.963544	2	   0.0359149	    0.964085	     0.33072	     0.66928
51	3	1	2	3	405	51	    0.998165	  0.00183483	1	  0.00153951	     0.99846	2	  0.00150628	    0.998494	   0.0196177	    0.980382
51	3	2	3	3	406	51	    0.998165	  0.00183483	1	   0.0012088	    0.998791	2	   0.0011826	    0.998817	   0.0154624	    0.984538
51	3	2	3	2	407	51	    0.998165	  0.00183483	1	  0.00259073	    0.997409	2	  0.00253553	    0.997464	   0.0326184	    0.967382
51	3	2	1	2	408	51	    0.998165	  0.00183483	1	     0.10261	     0.89739	2	    0.101695	    0.898305	    0.600263	    0.399737
52	1	3	2	1	409	52	 9.14638e-05	    0.999909	2	     0.99931	 0.000690246	1	    0.990931	  0.00906894	    0.999311	 0.000689479
52	1	3	1	2	410	52	 9.14638e-05	    0.999909	2	    0.999051	   0.0009487	1	    0.987574	   0.0124257	    0.999052	  0.00094765
52	1	2	1	3	411	52	 9.14638e-05	    0.999909	2	    0.969561	   0.0304391	1	    0.706166	    0.293834	    0.969585	    0.030415
52	1	3	1	1	412	52	 9.14638e-05	    0.999909	2	     0.99994	 6.00485e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
52	1	3	1	1	413	52	 9.14638e-05	    0.999909	2	     0.99994	 6.00485e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
52	1	1	1	1	414	52	 9.14638e-05	    0.999909	2	    0.997197	  0.00280305	1	    0.964092	   0.0359079	      0.9972	  0.00280002
52	1	3	1	2	415	52	 9.14638e-05	    0.999909	2	    0.999051	   0.0009487	1	    0.987574	   0.0124257	    0.999052	  0.00094765
52	1	3	1	1	416	52	 9.14638e-05	    0.999909	2	     0.99994	 6.00485e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
53	3	1	3	3	417	53	    0.999961	 3.94817e-05	1	 0.000389652	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
53	3	1	3	3	418	53	    0.999961	 3.94817e-05	1	 0.000389652	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
53	3	1	3	3	419	53	    0.999961	 3.94817e-05	1	 0.000389652	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
53	3	1	3	3	420	53	    0.999961	 3.94817e-05	1	 0.000389652	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
53	2	1	3	2	421	53	    0.999961	 3.94817e-05	1	     0.00496	     0.99504	2	  0.00495775	    0.995042	   0.0619929	    0.938007
53	3	1	2	3	422	53	    0.999961	 3.94817e-05	1	    0.001507	    0.998493	2	  0.00150628	    0.998494	   0.0196177	    0.980382
53	2	2	3	2	423	53	    0.999961	 3.94817e-05	1	   0.0149213	    0.985079	2	   0.0149153	    0.985085	     0.16725	     0.83275
53	3	3	2	3	424	53	    0.999961	 3.94817e-05	1	   0.0659742	    0.934026	2	   0.0659577	    0.934042	    0.483653	    0.516347
54	1	2	1	2	425	54	    0.998925	   0.0010746	1	    0.837814	    0.162186	1	    0.837655	    0.162345	    0.985599	   0.0144007
54	2	1	3	2	426	54	    0.998925	   0.0010746	1	  0.00501904	    0.994981	2	  0.00495775	    0.995042	   0.0619929	    0.938007
54	3	3	3	2	427	54	    0.998925	   0.0010746	1	   0.0380071	    0.961993	2	   0.0376803	     0.96232	    0.341838	    0.658162
54	2	2	2	3	428	54	    0.998925	   0.0010746	1	   0.0268377	    0.973162	2	   0.0265805	    0.973419	    0.265897	    0.734103
54	3	1	3	2	429	54	    0.998925	   0.0010746	1	 0.000846677	    0.999153	2	 0.000835783	    0.999164	   0.0109738	    0.989026
54	1	1	3	2	430	54	    0.998925	   0.0010746	1	    0.037046	    0.962954	2	   0.0367246	    0.963275	     0.33586	     0.66414
54	2	2	3	2	431	54	    0.998925	   0.0010746	1	    0.015079	    0.984921	2	   0.0149153	    0.985085	     0.16725	     0.83275
54	3	1	2	1	432	54	    0.998925	   0.0010746	1	   0.0491024	    0.950898	2	     0.04872	     0.95128	     0.40453	     0.59547
55	3	2	3	3	433	55	    0.999864	 0.000135901	1	  0.00118454	    0.998815	2	   0.0011826	    0.998817	   0.0154624	    0.984538
55	3	3	2	3	434	55	    0.999864	 0.000135901	1	   0.0660145	    0.933986	2	   0.0659577	    0.934042	    0.483653	    0.516347
55	2	1	3	2	435	55	    0.999864	 0.000135901	1	   0.0049655	    0.995035	2	  0.00495775	    0.995042	   0.0619929	    0.938007
55	3	1	3	3	436	55	    0.999864	 0.000135901	1	  0.00039011	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
55	3	2	2	1	437	55	    0.999864	 0.000135901	1	     0.13475	     0.86525	2	    0.134677	    0.865323	    0.673678	    0.326322
55	3	2	3	1	438	55	    0.999864	 0.000135901	1	   0.0386854	    0.961315	2	   0.0386434	    0.961357	    0.347766	    0.652234
55	3	2	2	3	439	55	    0.999864	 0.000135901	1	  0.00457059	    0.995429	2	  0.00456342	    0.995437	   0.0573234	    0.942677
55	3	1	3	3	440	55	    0.999864	 0.000135901	1	  0.00039011	     0.99961	2	 0.000389465	    0.999611	  0.00514151	    0.994858
56	3	2	3	2	441	56	    0.996821	  0.00317918	1	  0.00263117	    0.997369	2	  0.00253553	    0.997464	   0.0326184	    0.967382
56	2	3	1	1	442	56	    0.996821	  0.00317918	1	    0.993966	  0.00603369	1	    0.993949	  0.00605148	    0.999541	 0.000458781
56	1	2	2	1	443	56	    0.996821	  0.00317918	1	    0.876804	    0.123196	1	    0.876445	    0.123555	    0.989484	    0.010516
56	3	1	2	3	444	56	    0.996821	  0.00317918	1	  0.00156386	    0.998436	2	  0.00150628	    0.998494	   0.0196177	    0.980382
56	3	1	3	3	445	56	    0.996821	  0.00317918	1	 0.000404572	    0.999595	2	 0.000389465	    0.999611	  0.00514151	    0.994858
56	3	2	3	2	446	56	    0.996821	  0.00317918	1	  0.00263117	    0.997369	2	  0.00253553	    0.997464	   0.0326184	    0.967382
56	3	1	2	2	447	56	    0.996821	  0.00317918	1	  0.00334901	    0.996651	2	  0.00322832	    0.996772	   0.0411913	    0.958809
56	2	2	3	3	448	56	    0.996821	  0.00317918	1	  0.00725274	    0.992747	2	  0.00700305	    0.992997	   0.0855449	    0.914455
57	3	3	1	1	449	57	 0.000816757	    0.999183	2	    0.997247	  0.00275286	1	    0.965004	   0.0349956	    0.997273	   0.0027265
57	1	1	3	2	450	57	 0.000816757	    0.999183	2	    0.335616	    0.664384	2	   0.0367246	    0.963275	     0.33586	     0.66414
57	1	3	2	2	451	57	 0.000816757	    0.999183	2	    0.989113	   0.0108871	1	    0.873575	    0.126425	    0.989207	   0.0107926
57	2	2	1	1	452	57	 0.000816757	    0.999183	2	    0.992915	  0.00708479	1	    0.914259	   0.0857411	     0.99298	  0.00702049
57	1	3	1	2	453	57	 0.000816757	    0.999183	2	    0.999043	 0.000957025	1	    0.987574	   0.0124257	    0.999052	  0.00094765
57	1	3	1	3	454	57	 0.000816757	    0.999183	2	    0.997948	  0.00205216	1	    0.973698	   0.0263024	    0.997968	  0.00203234
57	2	3	1	2	455	57	 0.000816757	    0.999183	2	    0.992728	  0.00727165	1	    0.912179	   0.0878205	    0.992794	  0.00720581
57	1	3	1	1	456	57	 0.000816757	    0.999183	2	    0.999939	 6.05816e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
58	1	3	1	1	457	58	    0.262341	    0.737659	2	    0.999747	 0.000252817	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
58	1	1	1	2	458	58	    0.262341	    0.737659	2	      0.8714	      0.1286	1	     0.62934	     0.37066	    0.957486	   0.0425138
58	1	2	3	1	459	58	    0.262341	    0.737659	2	    0.878213	    0.121787	1	      0.6469	      0.3531	    0.960477	   0.0395234
58	1	2	2	1	460	58	    0.262341	    0.737659	2	    0.959829	   0.0401707	1	    0.876445	    0.123555	    0.989484	    0.010516
58	2	1	3	3	461	58	    0.262341	    0.737659	2	   0.0226369	    0.977363	2	  0.00231535	    0.997685	    0.029864	    0.970136
58	2	2	2	1	462	58	    0.262341	    0.737659	2	    0.808387	    0.191613	1	    0.481071	    0.518929	    0.924794	   0.0752058
58	2	1	3	3	463	58	    0.262341	    0.737659	2	   0.0226369	    0.977363	2	  0.00231535	    0.997685	    0.029864	    0.970136
58	2	1	3	1	464	58	    0.262341	    0.737659	2	    0.396121	    0.603879	2	    0.073034	    0.926966	    0.511024	    0.488976
59	3	1	2	1	465	59	    0.999038	 0.000961897	1	   0.0490623	    0.950938	2	     0.04872	     0.95128	     0.40453	     0.59547
59	2	2	3	3	466	59	    0.999038	 0.000961897	1	   0.0070786	    0.992921	2	  0.00700305	    0.992997	   0.0855449	    0.914455
59	1	3	1	2	467	59	    0.999038	 0.000961897	1	    0.987585	   0.0124147	1	    0.987574	   0.0124257	    0.999052	  0.00094765
59	2	1	3	2	468	59	    0.999038	 0.000961897	1	  0.00501261	    0.994987	2	  0.00495775	    0.995042	   0.0619929	    0.938007
59	3	2	1	2	469	59	    0.999038	 0.000961897	1	    0.102174	    0.897826	2	    0.101695	    0.898305	    0.600263	    0.399737
59	3	1	3	3	470	59	    0.999038	 0.000961897	1	 0.000394035	    0.999606	2	 0.000389465	    0.999611	  0.00514151	    0.994858
59	3	1	2	2	471	59	    0.999038	 0.000961897	1	  0.00326483	    0.996735	2	  0.00322832	    0.996772	   0.0411913	    0.958809
59	3	2	3	3	472	59	    0.999038	 0.000961897	1	  0.00119634	    0.998804	2	   0.0011826	    0.998817	   0.0154624	    0.984538
60	1	3	1	1	473	60	     0.12127	     0.87873	2	    0.999851	 0.000149122	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
60	2	2	3	2	474	60	     0.12127	     0.87873	2	    0.148776	    0.851224	2	   0.0149153	    0.985085	     0.16725	     0.83275
60	1	2	2	1	475	60	     0.12127	     0.87873	2	    0.975776	   0.0242243	1	    0.876445	    0.123555	    0.989484	    0.010516
60	3	1	2	2	476	60	     0.12127	     0.87873	2	   0.0365875	    0.963413	2	  0.00322832	    0.996772	   0.0411913	    0.958809
60	1	3	1	2	477	60	     0.12127	     0.87873	2	     0.99766	   0.0023396	1	    0.987574	   0.0124257	    0.999052	  0.00094765
60	1	2	1	1	478	60	     0.12127	     0.87873	2	    0.997721	   0.0022795	1	    0.987892	   0.0121078	    0.999077	  0.00092313
60	3	2	3	3	479	60	     0.12127	     0.87873	2	   0.0137307	    0.986269	2	   0.0011826	    0.998817	   0.0154624	    0.984538
60	1	3	1	3	480	60	     0.12127	     0.87873	2	    0.995024	  0.00497558	1	    0.973698	   0.0263024	    0.997968	  0.00203234
61	1	3	1	1	481	61	    0.685485	    0.314515	1	    0.999436	 0.000563852	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
61	3	1	3	2	482	61	    0.685485	    0.314515	1	  0.00402434	    0.995976	2	 0.000835783	    0.999164	   0.0109738	    0.989026
61	2	3	3	1	483	61	    0.685485	    0.314515	1	    0.847481	    0.152519	1	    0.786693	    0.213307	    0.979968	   0.0200318
61	3	2	2	3	484	61	    0.685485	    0.314515	1	   0.0211572	    0.978843	2	  0.00456342	    0.995437	   0.0573234	    0.942677
61	3	1	3	2	485	61	    0.685485	    0.314515	1	  0.00402434	    0.995976	2	 0.000835783	    0.999164	   0.0109738	    0.989026
61	2	1	3	2	486	61	    0.685485	    0.314515	1	   0.0228961	    0.977104	2	  0.00495775	    0.995042	   0.0619929	    0.938007
61	1	3	1	2	487	61	    0.685485	    0.314515	1	    0.991184	  0.00881571	1	    0.987574	   0.0124257	    0.999052	  0.00094765
61	1	3	1	3	488	61	    0.685485	    0.314515	1	    0.981331	   0.0186691	1	    0.973698	   0.0263024	    0.997968	  0.00203234
62	1	3	2	1	489	62	    0.950645	   0.0493554	1	    0.991345	  0.00865537	1	    0.990931	  0.00906894	    0.999311	 0.000689479
62	3	2	3	1	490	62	    0.950645	   0.0493554	1	   0.0539002	      0.9461	2	   0.0386434	    0.961357	    0.347766	    0.652234
62	1	1	2	3	491	62	    0.950645	   0.0493554	1	   0.0846998	      0.9153	2	   0.0643328	    0.935667	    0.476992	    0.523008
62	1	3	1	1	492	62	    0.950645	   0.0493554	1	    0.999241	  0.00075876	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
62	3	1	3	3	493	62	    0.950645	   0.0493554	1	 0.000624004	    0.999376	2	 0.000389465	    0.999611	  0.00514151	    0.994858
62	3	1	3	2	494	62	    0.950645	   0.0493554	1	  0.00133615	    0.998664	2	 0.000835783	    0.999164	   0.0109738	    0.989026
62	1	1	3	1	495	62	    0.950645	   0.0493554	1	    0.401426	    0.598574	2	     0.37612	     0.62388	     0.88885	     0.11115
62	2	2	3	2	496	62	    0.950645	   0.0493554	1	   0.0224338	    0.977566	2	   0.0149153	    0.985085	     0.16725	     0.83275
63	3	1	3	2	497	63	  0.00131456	    0.998685	2	   0.0109605	     0.98904	2	 0.000835783	    0.999164	   0.0109738	    0.989026
63	1	3	2	3	498	63	  0.00131456	    0.998685	2	    0.976831	   0.0231693	1	    0.762947	    0.237053	    0.977112	   0.0228877
63	1	3	1	2	499	63	  0.00131456	    0.998685	2	    0.999037	 0.000962739	1	    0.987574	   0.0124257	    0.999052	  0.00094765
63	1	1	1	1	500	63	  0.00131456	    0.998685	2	    0.997156	  0.00284355	1	    0.964092	   0.0359079	      0.9972	  0.00280002
63	1	3	1	1	501	63	  0.00131456	    0.998685	2	    0.999939	 6.09475e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
63	1	3	1	3	502	63	  0.00131456	    0.998685	2	    0.997936	  0.00206424	1	    0.973698	   0.0263024	    0.997968	  0.00203234
63	1	3	2	2	503	63	  0.00131456	    0.998685	2	    0.989055	   0.0109446	1	    0.873575	    0.126425	    0.989207	   0.0107926
63	1	1	1	1	504	63	  0.00131456	    0.998685	2	    0.997156	  0.00284355	1	    0.964092	   0.0359079	      0.9972	  0.00280002
64	1	2	1	2	505	64	    0.001085	    0.998915	2	    0.985439	   0.0145612	1	    0.837655	    0.162345	    0.985599	   0.0144007
64	1	3	1	3	506	64	    0.001085	    0.998915	2	    0.997941	  0.00205867	1	    0.973698	   0.0263024	    0.997968	  0.00203234
64	1	3	1	1	507	64	    0.001085	    0.998915	2	    0.999939	 6.07788e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
64	1	3	1	1	508	64	    0.001085	    0.998915	2	    0.999939	 6.07788e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
64	2	2	1	1	509	64	    0.001085	    0.998915	2	    0.992894	  0.00710591	1	    0.914259	   0.0857411	     0.99298	  0.00702049
64	3	3	1	1	510	64	    0.001085	    0.998915	2	    0.997238	  0.00276151	1	    0.965004	   0.0349956	    0.997273	   0.0027265
64	3	1	2	2	511	64	    0.001085	    0.998915	2	   0.0411501	     0.95885	2	  0.00322832	    0.996772	   0.0411913	    0.958809
64	1	3	2	1	512	64	    0.001085	    0.998915	2	    0.999301	 0.000698571	1	    0.990931	  0.00906894	    0.999311	 0.000689479
65	3	1	2	3	513	65	  0.00183703	    0.998163	2	   0.0195845	    0.980416	2	  0.00150628	    0.998494	   0.0196177	    0.980382
65	1	3	2	1	514	65	  0.00183703	    0.998163	2	    0.999295	 0.000704872	1	    0.990931	  0.00906894	    0.999311	 0.000689479
65	1	3	2	2	515	65	  0.00183703	    0.998163	2	    0.988995	    0.011005	1	    0.873575	    0.126425	    0.989207	   0.0107926
65	1	3	1	1	516	65	  0.00183703	    0.998163	2	    0.999939	 6.13316e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
65	1	3	1	2	517	65	  0.00183703	    0.998163	2	    0.999031	 0.000968736	1	    0.987574	   0.0124257	    0.999052	  0.00094765
65	1	3	1	1	518	65	  0.00183703	    0.998163	2	    0.999939	 6.13316e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
65	2	3	2	2	519	65	  0.00183703	    0.998163	2	    0.922125	   0.0778751	1	    0.474524	    0.525476	    0.922949	   0.0770513
65	1	3	2	1	520	65	  0.00183703	    0.998163	2	    0.999295	 0.000704872	1	    0.990931	  0.00906894	    0.999311	 0.000689479
66	3	3	3	2	521	66	     0.98521	   0.0147897	1	   0.0421787	    0.957821	2	   0.0376803	     0.96232	    0.341838	    0.658162
66	2	1	3	3	522	66	     0.98521	   0.0147897	1	  0.00272279	    0.997277	2	  0.00231535	    0.997685	    0.029864	    0.970136
66	2	3	2	2	523	66	     0.98521	   0.0147897	1	    0.481156	    0.518844	2	    0.474524	    0.525476	    0.922949	   0.0770513
66	1	1	1	3	524	66	     0.98521	   0.0147897	1	    0.448575	    0.551425	2	    0.441604	    0.558396	    0.912969	   0.0870309
66	3	2	3	3	525	66	     0.98521	   0.0147897	1	   0.0013938	    0.998606	2	   0.0011826	    0.998817	   0.0154624	    0.984538
66	1	2	1	1	526	66	     0.98521	   0.0147897	1	    0.988058	   0.0119424	1	    0.987892	   0.0121078	    0.999077	  0.00092313
66	3	1	3	3	527	66	     0.98521	   0.0147897	1	 0.000459746	     0.99954	2	 0.000389465	    0.999611	  0.00514151	    0.994858
66	3	1	2	3	528	66	     0.98521	   0.0147897	1	  0.00177415	    0.998226	2	  0.00150628	    0.998494	   0.0196177	    0.980382
67	1	3	2	1	529	67	  0.00188845	    0.998112	2	    0.999295	 0.000705303	1	    0.990931	  0.00906894	    0.999311	 0.000689479
67	1	3	2	1	530	67	  0.00188845	    0.998112	2	    0.999295	 0.000705303	1	    0.990931	  0.00906894	    0.999311	 0.000689479
67	1	3	1	1	531	67	  0.00188845	    0.998112	2	    0.999939	 6.13694e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
67	2	2	1	1	532	67	  0.00188845	    0.998112	2	    0.992831	  0.00716915	1	    0.914259	   0.0857411	     0.99298	  0.00702049
67	2	3	3	1	533	67	  0.00188845	    0.998112	2	    0.979603	   0.0203968	1	    0.786693	    0.213307	    0.979968	   0.0200318
67	1	3	2	1	534	67	  0.00188845	    0.998112	2	    0.999295	 0.000705303	1	    0.990931	  0.00906894	    0.999311	 0.000689479
67	1	2	2	3	535	67	  0.00188845	    0.998112	2	    0.733794	    0.266206	1	    0.172831	    0.827169	    0.734855	    0.265145
67	1	1	2	2	536	67	  0.00188845	    0.998112	2	    0.660932	    0.339068	1	    0.128628	    0.871372	    0.661939	    0.338061
68	3	2	2	2	537	68	     0.10415	     0.89585	2	    0.104466	    0.895534	2	  0.00974636	    0.990254	    0.115478	    0.884522
68	1	2	1	1	538	68	     0.10415	     0.89585	2	    0.997912	  0.00208802	1	    0.987892	   0.0121078	    0.999077	  0.00092313
68	1	3	2	1	539	68	     0.10415	     0.89585	2	    0.998438	   0.0015622	1	    0.990931	  0.00906894	    0.999311	 0.000689479
68	2	3	1	1	540	68	     0.10415	     0.89585	2	    0.998959	  0.00104126	1	    0.993949	  0.00605148	    0.999541	 0.000458781
68	2	3	2	1	541	68	     0.10415	     0.89585	2	    0.988479	   0.0115209	1	    0.934554	   0.0654457	    0.994748	  0.00525167
68	3	3	1	1	542	68	     0.10415	     0.89585	2	    0.993913	  0.00608734	1	    0.965004	   0.0349956	    0.997273	   0.0027265
68	2	2	3	3	543	68	     0.10415	     0.89585	2	   0.0773647	    0.922635	2	  0.00700305	    0.992997	   0.0855449	    0.914455
68	3	1	3	1	544	68	     0.10415	     0.89585	2	     0.13508	     0.86492	2	   0.0130547	    0.986945	    0.149266	    0.850734
69	2	3	1	2	545	69	   0.0286542	    0.971346	2	    0.990484	  0.00951575	1	    0.912179	   0.0878205	    0.992794	  0.00720581
69	1	2	1	1	546	69	   0.0286542	    0.971346	2	    0.998756	  0.00124362	1	    0.987892	   0.0121078	    0.999077	  0.00092313
69	3	1	3	2	547	69	   0.0286542	    0.971346	2	   0.0106833	    0.989317	2	 0.000835783	    0.999164	   0.0109738	    0.989026
69	1	3	1	1	548	69	   0.0286542	    0.971346	2	    0.999919	 8.10437e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
69	2	2	1	1	549	69	   0.0286542	    0.971346	2	    0.990724	  0.00927617	1	    0.914259	   0.0857411	     0.99298	  0.00702049
69	2	3	3	3	550	69	   0.0286542	    0.971346	2	    0.576219	    0.423781	1	   0.0979882	    0.902012	    0.590326	    0.409674
69	3	2	2	1	551	69	   0.0286542	    0.971346	2	    0.658234	    0.341766	1	    0.134677	    0.865323	    0.673678	    0.326322
69	1	3	1	1	552	69	   0.0286542	    0.971346	2	    0.999919	 8.10437e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
70	1	3	1	1	553	70	    0.245437	    0.754563	2	     0.99976	 0.000240391	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
70	1	3	1	1	554	70	    0.245437	    0.754563	2	     0.99976	 0.000240391	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
70	1	3	1	3	555	70	    0.245437	    0.754563	2	    0.992011	  0.00798911	1	    0.973698	   0.0263024	    0.997968	  0.00203234
70	3	1	3	3	556	70	    0.245437	    0.754563	2	  0.00397518	    0.996025	2	 0.000389465	    0.999611	  0.00514151	    0.994858
70	3	3	1	2	557	70	    0.245437	    0.754563	2	    0.879279	    0.120721	1	    0.635543	    0.364457	    0.958559	   0.0414409
70	1	1	1	2	558	70	    0.245437	    0.754563	2	    0.876947	    0.123053	1	     0.62934	     0.37066	    0.957486	   0.0425138
70	2	1	3	3	559	70	    0.245437	    0.754563	2	   0.0231026	    0.976897	2	  0.00231535	    0.997685	    0.029864	    0.970136
70	3	1	2	3	560	70	    0.245437	    0.754563	2	   0.0151725	    0.984827	2	  0.00150628	    0.998494	   0.0196177	    0.980382
71	2	2	2	1	561	71	    0.326728	    0.673272	2	    0.779818	    0.220182	1	    0.481071	    0.518929	    0.924794	   0.0752058
71	1	2	2	3	562	71	    0.326728	    0.673272	2	    0.551226	    0.448774	1	    0.172831	    0.827169	    0.734855	    0.265145
71	1	1	3	1	563	71	    0.326728	    0.673272	2	    0.721327	    0.278673	1	     0.37612	     0.62388	     0.88885	     0.11115
71	1	3	1	1	564	71	    0.326728	    0.673272	2	      0.9997	 0.000300145	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
71	1	1	3	3	565	71	    0.326728	    0.673272	2	    0.134055	    0.865945	2	   0.0174479	    0.982552	    0.190643	    0.809357
71	3	1	3	3	566	71	    0.326728	    0.673272	2	  0.00358889	    0.996411	2	 0.000389465	    0.999611	  0.00514151	    0.994858
71	1	1	2	1	567	71	    0.326728	    0.673272	2	    0.880945	    0.119055	1	    0.700083	    0.299917	    0.968714	   0.0312863
71	1	3	3	3	568	71	    0.326728	    0.673272	2	    0.765596	    0.234404	1	    0.453921	    0.546079	    0.916847	   0.0831533
72	2	3	1	1	569	72	  0.00264766	    0.997352	2	    0.999526	 0.000473589	1	    0.993949	  0.00605148	    0.999541	 0.000458781
72	1	3	1	1	570	72	  0.00264766	    0.997352	2	    0.999938	 6.19274e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
72	1	3	2	1	571	72	  0.00264766	    0.997352	2	    0.999288	 0.000711665	1	    0.990931	  0.00906894	    0.999311	 0.000689479
72	1	3	1	2	572	72	  0.00264766	    0.997352	2	    0.999022	  0.00097804	1	    0.987574	   0.0124257	    0.999052	  0.00094765
72	3	3	1	1	573	72	  0.00264766	    0.997352	2	    0.997188	  0.00281194	1	    0.965004	   0.0349956	    0.997273	   0.0027265
72	1	1	1	2	574	72	  0.00264766	    0.997352	2	    0.956617	   0.0433827	1	     0.62934	     0.37066	    0.957486	   0.0425138
72	3	2	3	3	575	72	  0.00264766	    0.997352	2	   0.0154246	    0.984575	2	   0.0011826	    0.998817	   0.0154624	    0.984538
72	1	3	3	3	576	72	  0.00264766	    0.997352	2	    0.915621	   0.0843789	1	    0.453921	    0.546079	    0.916847	   0.0831533
73	2	1	3	3	577	73	   0.0432043	    0.956796	2	   0.0286738	    0.971326	2	  0.00231535	    0.997685	    0.029864	    0.970136
73	1	3	1	1	578	73	   0.0432043	    0.956796	2	    0.999908	 9.17389e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
73	2	2	2	1	579	73	   0.0432043	    0.956796	2	    0.905623	   0.0943766	1	    0.481071	    0.518929	    0.924794	   0.0752058
73	2	2	1	2	580	73	   0.0432043	    0.956796	2	    0.877982	    0.122018	1	     0.40274	     0.59726	    0.899442	    0.100558
73	2	3	2	3	581	73	   0.0432043	    0.956796	2	    0.824162	    0.175838	1	     0.29608	     0.70392	    0.848008	    0.151992
73	1	3	3	3	582	73	   0.0432043	    0.956796	2	    0.896846	    0.103154	1	    0.453921	    0.546079	    0.916847	   0.0831533
73	2	2	2	1	583	73	   0.0432043	    0.956796	2	    0.905623	   0.0943766	1	    0.481071	    0.518929	    0.924794	   0.0752058
73	1	2	1	2	584	73	   0.0432043	    0.956796	2	    0.979207	   0.0207925	1	    0.837655	    0.162345	    0.985599	   0.0144007
74	1	3	3	1	585	74	 0.000355398	    0.999645	2	    0.997324	  0.00267553	1	    0.965777	   0.0342227	    0.997336	  0.00266432
74	1	3	3	3	586	74	 0.000355398	    0.999645	2	    0.916682	   0.0833178	1	    0.453921	    0.546079	    0.916847	   0.0831533
74	3	3	1	3	587	74	 0.000355398	    0.999645	2	      0.9149	   0.0850999	1	    0.448193	    0.551807	    0.915066	    0.084934
74	2	3	1	1	588	74	 0.000355398	    0.999645	2	    0.999539	 0.000460769	1	    0.993949	  0.00605148	    0.999541	 0.000458781
74	1	3	2	3	589	74	 0.000355398	    0.999645	2	    0.977036	   0.0229639	1	    0.762947	    0.237053	    0.977112	   0.0228877
74	1	3	1	1	590	74	 0.000355398	    0.999645	2	     0.99994	 6.02425e-05	1	    0.999205	 0.000795039	     0.99994	 5.99812e-05
74	2	3	1	1	591	74	 0.000355398	    0.999645	2	    0.999539	 0.000460769	1	    0.993949	  0.00605148	    0.999541	 0.000458781
74	1	1	1	1	592	74	 0.000355398	    0.999645	2	    0.997188	  0.00281179	1	    0.964092	   0.0359079	      0.9972	  0.00280002
75	2	2	2	2	593	75	    0.999894	 0.000106046	1	   0.0554189	    0.944581	2	   0.0553784	    0.944622	    0.437454	    0.562546
75	3	1	2	2	594	75	    0.999894	 0.000106046	1	  0.00323234	    0.996768	2	  0.00322832	    0.996772	   0.0411913	    0.958809
75	2	1	1	2	595	75	    0.999894	 0.000106046	1	    0.181659	    0.818341	2	    0.181599	    0.818401	    0.746407	    0.253593
75	3	2	3	3	596	75	    0.999894	 0.000106046	1	  0.00118412	    0.998816	2	   0.0011826	    0.998817	   0.0154624	    0.984538
75	3	2	3	2	597	75	    0.999894	 0.000106046	1	  0.00253872	    0.997461	2	  0.00253553	    0.997464	   0.0326184	    0.967382
