g	x	w	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
27	-0.233839441553162	0.819155698298568	2.1155306640967	2.11702228729531	-0.658123073448846	266	27	    0.999955	  4.5312e-05	1	     0.08232	     0.91768	2	   0.0823236	    0.917676	  0.00294545	    0.997055
27	0.10859673393724	0.819155698298568	-1.03897772143373	1.84852941100212	-0.707517187171975	267	27	    0.999955	  4.5312e-05	1	    0.991669	  0.00833079	1	    0.991678	  0.00832196	    0.796918	    0.203082
27	-0.429609533247478	0.819155698298568	0.177564889148007	-0.583950532115303	1.08991852088253	268	27	    0.999955	  4.5312e-05	1	    0.985834	   0.0141656	1	    0.985848	   0.0141525	    0.696409	    0.303591
27	1.49398870056529	0.819155698298568	1.68886362116128	-0.1623272532161	0.234556973188288	269	27	    0.999955	  4.5312e-05	1	    0.761506	    0.238494	1	    0.761536	    0.238464	   0.0951567	    0.904843
27	-0.449178758698607	0.819155698298568	1.17859536149139	0.522778175036325	-0.97672798230835	270	27	    0.999955	  4.5312e-05	1	    0.906012	   0.0939883	1	    0.906042	   0.0939582	    0.241015	    0.758985
28	0.0347437851836514	-0.929259608941306	-0.389312673408208	1.17314878878531	-1.22448330948647	271	28	    0.999999	 9.37734e-07	1	    0.992375	  0.00762533	1	    0.992375	  0.00762516	    0.810811	    0.189189
28	-0.76413733215288	-0.929259608941306	-1.07264845556647	-0.512928554618491	0.546485651164496	272	28	    0.999999	 9.37734e-07	1	    0.999158	 0.000842015	1	    0.999158	 0.000841992	    0.975048	   0.0249518
28	-0.574752994416135	-0.929259608941306	-0.39534635863751	-0.000137571321359344	-0.873994161330058	273	28	    0.999999	 9.37734e-07	1	    0.997982	  0.00201813	1	    0.997982	  0.00201808	    0.942146	   0.0578544
28	1.12045059019052	-0.929259608941306	-0.84498759833155	-0.639127325142142	-0.0292131435225772	274	28	    0.999999	 9.37734e-07	1	    0.999332	 0.000668262	1	    0.999332	 0.000668244	    0.980098	    0.019902
28	-0.741181167520102	-0.929259608941306	-0.655940482090013	0.178497150503847	-0.556447545398077	275	28	    0.999999	 9.37734e-07	1	    0.998077	   0.0019234	1	    0.998077	  0.00192335	    0.944716	   0.0552838
28	-0.731961881839378	-0.929259608941306	-2.50699143903884	0.497458218916702	0.33313449065802	276	28	    0.999999	 9.37734e-07	1	      0.9998	  0.00019955	1	      0.9998	 0.000199544	    0.993976	  0.00602426
28	0.682544672742508	-0.929259608941306	0.167839957700375	-0.163392869712998	-1.15511008369447	277	28	    0.999999	 9.37734e-07	1	    0.995941	  0.00405888	1	    0.995941	  0.00405878	    0.889873	    0.110127
28	0.492339173187748	-0.929259608941306	1.21561048096742	0.414794373609588	0.840609543440712	278	28	    0.999999	 9.37734e-07	1	     0.72447	     0.27553	1	    0.724471	    0.275529	   0.0796868	    0.920313
28	-0.962023262630955	-0.929259608941306	0.255145945830071	-0.577372784950053	1.11407234456493	279	28	    0.999999	 9.37734e-07	1	    0.982643	    0.017357	1	    0.982643	   0.0173566	    0.650881	    0.349119
28	-1.05838897116506	-0.929259608941306	1.61906288695254	-2.04667444820741	0.585076505157092	280	28	    0.999999	 9.37734e-07	1	    0.958152	   0.0418479	1	    0.958153	   0.0418474	    0.429871	    0.570129
29	0.866778889113212	1.77969843571909	1.99587869050023	-0.0485871311195276	2.86241145086029	281	29	  0.00170958	     0.99829	2	  0.00464457	    0.995355	2	    0.119466	    0.880534	  0.00444793	    0.995552
29	-0.783193619133869	1.77969843571909	2.3148199956051	3.29963146692588	1.26615355161842	282	29	  0.00170958	     0.99829	2	 6.18732e-05	    0.999938	2	  0.00178614	    0.998214	 5.89203e-05	    0.999941
29	-1.91363998601043	1.77969843571909	2.1648510186425	2.80944017885248	-1.46771238735828	283	29	  0.00170958	     0.99829	2	  0.00154224	    0.998458	2	   0.0428348	    0.957165	  0.00147153	    0.998528
29	0.289566805834245	1.77969843571909	-0.712664522447988	-1.70286263613771	0.29837045239462	284	29	  0.00170958	     0.99829	2	    0.989817	   0.0101833	1	    0.999661	 0.000339242	      0.9898	   0.0102002
29	-0.500129868267952	1.77969843571909	0.723442409530465	2.33618670428393	1.61449779060585	285	29	  0.00170958	     0.99829	2	   0.0081929	    0.991807	2	     0.19421	     0.80579	  0.00787434	    0.992126
29	-1.35838021056381	1.77969843571909	3.06812336608449	2.17959514747124	0.829432485841276	286	29	  0.00170958	     0.99829	2	 8.37778e-05	    0.999916	2	  0.00241708	    0.997583	  7.9782e-05	     0.99992
29	-1.1207782733127	1.77969843571909	1.19711983153041	1.15215280315936	1.87082177931766	287	29	  0.00170958	     0.99829	2	   0.0131457	    0.986854	2	    0.280696	    0.719304	   0.0126875	    0.987313
29	-0.331106574259535	1.77969843571909	-0.843216047181376	-0.809367218244861	0.700267617472689	288	29	  0.00170958	     0.99829	2	    0.969971	   0.0300288	1	     0.99898	  0.00102017	    0.969922	   0.0300785
29	1.19847079226194	1.77969843571909	3.43512874262739	0.421676075495683	1.20233540156714	289	29	  0.00170958	     0.99829	2	 0.000330004	     0.99967	2	  0.00945915	    0.990541	  0.00031437	    0.999686
29	-0.537230629105993	1.77969843571909	1.02262325136113	2.03426778609473	-2.09866452837446	290	29	  0.00170958	     0.99829	2	   0.0990355	    0.900964	2	    0.767184	    0.232816	   0.0978913	    0.902109
30	1.8586698774454	-0.00196913083997129	2.28381210597011	-0.80410054309062	0.93511502458032	291	30	    0.325992	    0.674008	2	    0.184077	    0.815923	2	    0.499006	    0.500994	   0.0317581	    0.968242
30	-0.5716252114667	-0.00196913083997129	0.31291940345886	0.783977578232646	-1.69073344430572	292	30	    0.325992	    0.674008	2	    0.794898	    0.205102	1	    0.986237	   0.0137632	    0.702355	    0.297645
30	0.241304711593627	-0.00196913083997129	3.52153985940757	0.695525323998304	1.45121455935945	293	30	    0.325992	    0.674008	2	  0.00143627	    0.998564	2	  0.00412395	    0.995876	 0.000136347	    0.999864
30	1.63625216385495	-0.00196913083997129	-0.812133727248252	1.03579906282525	-0.841695071707281	294	30	    0.325992	    0.674008	2	    0.935348	   0.0646516	1	    0.996584	  0.00341572	    0.905731	    0.094269
30	-0.128632436461865	-0.00196913083997129	2.05106006219387	3.0908332063773	0.47833636975518	295	30	    0.325992	    0.674008	2	  0.00320589	    0.996794	2	  0.00920209	    0.990798	  0.00030575	    0.999694
30	-0.421766258716332	-0.00196913083997129	1.51187056115273	0.771559372080696	1.84573428417429	296	30	    0.325992	    0.674008	2	   0.0905168	    0.909483	2	    0.254662	    0.745338	   0.0111262	    0.988874
30	-0.174548485521876	-0.00196913083997129	0.660503280500508	2.23430495106159	1.7050164157158	297	30	    0.325992	    0.674008	2	   0.0822786	    0.917721	2	    0.232027	    0.767973	  0.00985122	    0.990149
30	0.327144410015624	-0.00196913083997129	1.06424021285117	1.65436694549096	-0.52204882481246	298	30	    0.325992	    0.674008	2	    0.250336	    0.749664	2	    0.649172	    0.350828	   0.0574348	    0.942565
30	-0.00310750381276118	-0.00196913083997129	-0.874912261575764	-1.32458052616229	0.435064583789573	299	30	    0.325992	    0.674008	2	    0.991311	  0.00868873	1	    0.999577	 0.000422964	    0.987313	   0.0126866
30	-0.272788832085958	-0.00196913083997129	-0.832404217116367	-0.386334984391695	0.432416933628405	300	30	    0.325992	    0.674008	2	     0.97204	   0.0279602	1	    0.998601	    0.001399	    0.959193	   0.0408068
31	-0.943182392827011	-0.195776404817895	1.78694336745967	0.444344189744496	0.986788694334111	301	31	     0.99998	 1.96567e-05	1	    0.367771	    0.632229	2	    0.367777	    0.632223	   0.0187963	    0.981204
31	-0.751254582000804	-0.195776404817895	-0.148486001349966	-0.0428628305640364	0.792547026785751	302	31	     0.99998	 1.96567e-05	1	    0.988745	   0.0112549	1	     0.98875	   0.0112501	    0.743207	    0.256793
31	-0.393709273349991	-0.195776404817895	-0.075830456184338	1.26843173713222	-1.79034337671713	303	31	     0.99998	 1.96567e-05	1	    0.988649	   0.0113508	1	    0.988654	   0.0113459	    0.741567	    0.258433
31	-0.621614166822905	-0.195776404817895	-0.622058351431822	-0.0535401462262305	1.96716570572158	304	31	     0.99998	 1.96567e-05	1	    0.988266	   0.0117336	1	    0.988271	   0.0117286	    0.735084	    0.264916
31	0.340299238953389	-0.195776404817895	0.453513837844088	-0.061700692306365	-0.0367471541018269	305	31	     0.99998	 1.96567e-05	1	    0.980965	   0.0190347	1	    0.980972	   0.0190278	    0.629317	    0.370683
31	-1.09905685386033	-0.195776404817895	1.1347752001438	0.367152596162325	2.22856013245129	306	31	     0.99998	 1.96567e-05	1	    0.489227	    0.510773	2	    0.489236	    0.510764	    0.030578	    0.969422
31	1.24629716825165	-0.195776404817895	-1.28924386007341	1.09537210892865	-1.57536410331916	307	31	     0.99998	 1.96567e-05	1	    0.999084	 0.000916347	1	    0.999084	 0.000915832	    0.972917	   0.0270827
31	2.31314112029105	-0.195776404817895	0.137448527951058	-1.42977655331528	0.333809274825518	308	31	     0.99998	 1.96567e-05	1	    0.997564	  0.00243627	1	    0.997565	  0.00243496	    0.930992	    0.069008
31	-0.323818419014146	-0.195776404817895	-0.164076238697848	-0.504991557893732	-1.35309750711904	309	31	     0.99998	 1.96567e-05	1	    0.998788	  0.00121224	1	    0.998788	  0.00121157	    0.964472	   0.0355276
31	-0.755244332110776	-0.195776404817895	-0.0187064791585083	-2.23119443565364	-0.221649518192383	310	31	     0.99998	 1.96567e-05	1	    0.999459	 0.000541112	1	    0.999459	 0.000540805	    0.983834	   0.0161659
32	-1.08779090659087	0.290917259369979	-0.214808995802467	0.786126206572782	1.98500663407143	311	32	    0.999962	 3.80383e-05	1	    0.922422	    0.077578	1	    0.922446	   0.0775536	    0.281447	    0.718553
32	0.0171991060114374	0.290917259369979	1.04961835618881	-1.06765187880377	0.47046336568705	312	32	    0.999962	 3.80383e-05	1	    0.969707	   0.0302928	1	    0.969725	   0.0302754	    0.513327	    0.486673
32	-1.61045999877137	0.290917259369979	-1.78140148959061	-0.637938687744245	-0.372885600795382	313	32	    0.999962	 3.80383e-05	1	    0.999901	  9.8866e-05	1	    0.999901	  9.8756e-05	     0.99701	  0.00299025
32	-2.0115463066515	0.290917259369979	-0.231624274801336	1.58507214905885	-2.14145755990379	314	32	    0.999962	 3.80383e-05	1	    0.988986	   0.0110138	1	    0.988995	   0.0110046	    0.747442	    0.252558
32	1.04968926903102	0.290917259369979	0.585334071069629	-1.4438926128979	-0.590928862111981	315	32	    0.999962	 3.80383e-05	1	    0.996826	  0.00317417	1	    0.996829	  0.00317094	    0.911911	    0.088089
32	-0.177790082974075	0.290917259369979	1.62248740442192	0.677658256903132	1.02912806490405	316	32	    0.999962	 3.80383e-05	1	    0.380343	    0.619657	2	    0.380357	    0.619643	   0.0198133	    0.980187
32	-0.501016029310149	0.290917259369979	-0.23053823886158	-0.355228821091102	0.56394056978389	317	32	    0.999962	 3.80383e-05	1	    0.994669	  0.00533058	1	    0.994675	  0.00532546	    0.860153	    0.139847
32	1.81388506350434	0.290917259369979	-0.922248071805758	-0.540403361973478	0.975398684022928	318	32	    0.999962	 3.80383e-05	1	    0.998582	  0.00141841	1	    0.998583	  0.00141689	    0.958692	   0.0413079
32	-0.0529552957017537	0.290917259369979	1.39527752325003	1.23369456897514	-0.395150187512322	319	32	    0.999962	 3.80383e-05	1	    0.594162	    0.405838	1	    0.594183	    0.405817	   0.0459977	    0.954002
32	-0.271139958974111	0.290917259369979	0.064299909750879	0.172190100256439	-0.55148011042001	320	32	    0.999962	 3.80383e-05	1	    0.992014	  0.00798637	1	    0.992021	  0.00797921	    0.803695	    0.196305
33	-2.35309775839223	0.761849260229279	-0.658668650512465	0.699783557218427	-0.332628658620974	321	33	    0.999968	 3.24143e-05	1	    0.995233	  0.00476683	1	    0.995237	  0.00476288	    0.873113	    0.126887
33	0.438238516505048	0.761849260229279	-1.05431768446357	0.72189931021328	-0.130056499041055	322	33	    0.999968	 3.24143e-05	1	    0.997553	  0.00244702	1	    0.997555	  0.00244485	    0.930731	   0.0692695
33	-0.887133788323071	0.761849260229279	-1.53297740769771	-2.58515946969759	0.467433926538207	323	33	    0.999968	 3.24143e-05	1	    0.999965	  3.4643e-05	1	    0.999965	 3.46101e-05	     0.99895	  0.00104994
33	-0.137968394146303	0.761849260229279	0.406597647058725	-0.0865285229430773	-0.455261040907654	324	33	    0.999968	 3.24143e-05	1	     0.98755	   0.0124499	1	    0.987559	   0.0124413	    0.723294	    0.276706
33	-0.349603511287035	0.761849260229279	2.35189317600025	1.14068714338038	-0.90799736373411	325	33	    0.999968	 3.24143e-05	1	    0.205151	    0.794849	2	    0.205158	    0.794842	  0.00842808	    0.991572
33	0.858198049985151	0.761849260229279	-1.73077161998235	-1.02355342649085	0.268016201503449	326	33	    0.999968	 3.24143e-05	1	    0.999896	 0.000103508	1	    0.999897	  0.00010341	    0.996869	  0.00313076
33	0.813751398101452	0.761849260229279	-0.188787487707429	-0.426247827706524	2.97300329137596	327	33	    0.999968	 3.24143e-05	1	     0.95903	   0.0409698	1	    0.959047	   0.0409529	    0.435403	    0.564597
33	0.627686951532052	0.761849260229279	-1.39980045820974	0.75280313308748	-1.21580381596741	328	33	    0.999968	 3.24143e-05	1	    0.999396	 0.000603922	1	    0.999397	 0.000603358	    0.981997	   0.0180032
33	-0.415564729051415	0.761849260229279	0.176797450702696	0.87631459889301	-2.03751484576049	329	33	    0.999968	 3.24143e-05	1	     0.99062	  0.00938038	1	    0.990627	  0.00937344	    0.776797	    0.223203
33	0.109078365880768	0.761849260229279	2.45284804748212	1.57715364267426	-0.370217576809984	330	33	    0.999968	 3.24143e-05	1	   0.0686514	    0.931349	2	   0.0686535	    0.931346	  0.00242157	    0.997578
34	-0.756591395978264	-0.384444663323701	1.14669192568764	0.442785421839649	2.38512319406984	331	34	 3.65693e-05	    0.999963	2	   0.0237699	     0.97623	2	    0.424933	    0.575067	   0.0237552	    0.976245
34	-1.10615216206333	-0.384444663323701	2.9272355377334	1.24082446383838	0.137391834322716	332	34	 3.65693e-05	    0.999963	2	 0.000806238	    0.999194	2	   0.0238923	    0.976108	 0.000805394	    0.999195
34	0.498130543745786	-0.384444663323701	2.02813877951271	1.59737807064689	-0.235357625036354	333	34	 3.65693e-05	    0.999963	2	  0.00591635	    0.994084	2	    0.152949	    0.847051	  0.00591098	    0.994089
34	1.20918627729431	-0.384444663323701	2.35599828197255	1.34711999836847	1.3718966466807	334	34	 3.65693e-05	    0.999963	2	  0.00110006	      0.9989	2	   0.0323276	    0.967672	  0.00109892	    0.998901
34	-0.0352677955431947	-0.384444663323701	3.2735139019278	0.953380762569165	1.32566514379181	335	34	 3.65693e-05	    0.999963	2	 0.000199023	    0.999801	2	  0.00600225	    0.993998	 0.000198811	    0.999801
34	-1.1523799902926	-0.384444663323701	1.58746448520009	2.06574994905253	0.968409564706898	336	34	 3.65693e-05	    0.999963	2	  0.00298238	    0.997018	2	   0.0831973	    0.916803	  0.00297944	    0.997021
34	1.14946284592493	-0.384444663323701	1.68910587666728	3.77135738317937	1.9382692005848	337	34	 3.65693e-05	    0.999963	2	 6.80934e-05	    0.999932	2	  0.00206146	    0.997939	 6.80205e-05	    0.999932
34	-0.711140455997564	-0.384444663323701	0.675603609119909	-0.807882850557068	1.78841356122434	338	34	 3.65693e-05	    0.999963	2	    0.362178	    0.637822	2	    0.945181	   0.0548189	    0.362157	    0.637843
34	1.86974632129617	-0.384444663323701	2.85146402085391	4.25113513899181	2.00595526321922	339	34	 3.65693e-05	    0.999963	2	 1.74167e-06	    0.999998	2	 5.28298e-05	    0.999947	  1.7398e-06	    0.999998
34	0.986151669618118	-0.384444663323701	0.27203534818749	-0.428215732553452	1.72251345782201	340	34	 3.65693e-05	    0.999963	2	    0.486285	    0.513715	2	    0.966379	   0.0336207	    0.486268	    0.513732
35	1.10074866144348	-0.17202767019529	2.04159702462096	1.01174664619083	-0.789679950675815	341	35	 1.96401e-06	    0.999998	2	   0.0201459	    0.979854	2	     0.38436	     0.61564	   0.0201452	    0.979855
35	0.805813669060388	-0.17202767019529	1.83102421117001	0.893043588720438	-0.099655541357546	342	35	 1.96401e-06	    0.999998	2	   0.0230532	    0.976947	2	    0.417437	    0.582563	   0.0230524	    0.976948
35	-0.390848873472618	-0.17202767019529	1.58833186364889	0.726965454561883	0.21794464964738	343	35	 1.96401e-06	    0.999998	2	   0.0376538	    0.962346	2	    0.542991	    0.457009	   0.0376528	    0.962347
35	-0.452075891119664	-0.17202767019529	3.39681851713682	-0.810518345304295	-0.762326744136736	344	35	 1.96401e-06	    0.999998	2	  0.00720613	    0.992794	2	    0.180601	    0.819399	  0.00720579	    0.992794
35	0.0358257289430345	-0.17202767019529	0.954146046056464	1.50887154867682	1.25434958706151	345	35	 1.96401e-06	    0.999998	2	   0.0227799	     0.97722	2	    0.414472	    0.585528	   0.0227791	    0.977221
35	-0.78104372373109	-0.17202767019529	2.11682898572375	0.718883741694467	0.28879280181168	346	35	 1.96401e-06	    0.999998	2	   0.0106656	    0.989334	2	    0.246625	    0.753375	   0.0106652	    0.989335
35	1.21303839122906	-0.17202767019529	2.10562756929295	3.26929570864634	0.806398277245272	347	35	 1.96401e-06	    0.999998	2	 0.000159808	     0.99984	2	  0.00482996	     0.99517	 0.000159799	     0.99984
35	-0.428619983009653	-0.17202767019529	1.93197076668907	1.74472666914515	3.70243946617063	348	35	 1.96401e-06	    0.999998	2	 0.000182664	    0.999817	2	  0.00551706	    0.994483	 0.000182654	    0.999817
35	-0.528707284495108	-0.17202767019529	1.68450151113721	0.637621486037783	2.27872833332577	349	35	 1.96401e-06	    0.999998	2	   0.0061048	    0.993895	2	    0.157195	    0.842805	  0.00610451	    0.993895
35	-0.258093658179166	-0.17202767019529	2.48326339560894	1.12034993203592	-0.00752806363713443	350	35	 1.96401e-06	    0.999998	2	  0.00326638	    0.996734	2	   0.0905039	    0.909496	   0.0032662	    0.996734
36	-0.742368404705774	0.0216422879061107	2.512212941323	1.56093647818301	1.68397607932582	351	36	 3.46919e-05	    0.999965	2	 0.000395922	    0.999604	2	    0.011873	    0.988127	 0.000395524	    0.999604
36	-0.486672675341374	0.0216422879061107	1.05186932865222	0.711698484098209	-0.084602286916132	352	36	 3.46919e-05	    0.999965	2	    0.144218	    0.855782	2	    0.836508	    0.163492	    0.144194	    0.855806
36	1.78111901997125	0.0216422879061107	2.76993374451809	0.97339104462445	2.75532403173671	353	36	 3.46919e-05	    0.999965	2	 0.000200652	    0.999799	2	  0.00605142	    0.993949	 0.000200449	      0.9998
36	1.01547829280668	0.0216422879061107	0.309143208179424	0.667483831945841	0.699361026386431	354	36	 3.46919e-05	    0.999965	2	    0.334223	    0.665777	2	    0.938435	   0.0615652	    0.334202	    0.665798
36	-1.12087071636647	0.0216422879061107	2.3059154662868	2.62038058727414	0.713225689370625	355	36	 3.46919e-05	    0.999965	2	 0.000287486	    0.999713	2	  0.00864834	    0.991352	 0.000287196	    0.999713
36	-0.202538555514178	0.0216422879061107	1.74841710274908	2.7243488231696	0.857820305025915	356	36	 3.46919e-05	    0.999965	2	 0.000827859	    0.999172	2	   0.0245192	    0.975481	 0.000827037	    0.999173
36	-0.843612492592307	0.0216422879061107	2.11893393287275	3.07004432958644	-0.203974549793585	357	36	 3.46919e-05	    0.999965	2	 0.000448444	    0.999552	2	   0.0134276	    0.986572	 0.000447993	    0.999552
36	-0.0676968669893347	0.0216422879061107	0.470273282979423	1.76034498396314	0.217700569601325	358	36	 3.46919e-05	    0.999965	2	   0.0960155	    0.903984	2	    0.763287	    0.236713	   0.0959924	    0.904008
36	-1.1765778390129	0.0216422879061107	2.5253109118915	3.05197248033522	-0.0799622667500017	359	36	 3.46919e-05	    0.999965	2	 0.000156828	    0.999843	2	   0.0047358	    0.995264	  0.00015667	    0.999843
36	-0.149183611263449	0.0216422879061107	2.86448172314306	-0.998878812667183	0.793645302673957	360	36	 3.46919e-05	    0.999965	2	   0.0104425	    0.989558	2	    0.242541	    0.757459	   0.0104344	    0.989566
37	-0.801402053522425	-1.0307181291667	1.92857557212169	4.62877176920555	1.94067516223396	361	37	 3.89765e-07	           1	2	 7.88546e-06	    0.999992	2	   0.0002394	    0.999761	 7.88537e-06	    0.999992
37	-1.03466710945899	-1.0307181291667	2.16739380408103	1.38483069879637	0.948511825561097	362	37	 3.89765e-07	           1	2	  0.00216925	    0.997831	2	   0.0619278	    0.938072	  0.00216922	    0.997831
37	0.596205923788841	-1.0307181291667	0.394576906268911	1.91544922687215	0.751762427367678	363	37	 3.89765e-07	           1	2	   0.0617066	    0.938293	2	    0.666341	    0.333659	   0.0617064	    0.938294
37	-0.613814680014544	-1.0307181291667	1.47036422183843	2.44610853766896	-0.314948271428587	364	37	 3.89765e-07	           1	2	  0.00602858	    0.993971	2	    0.155533	    0.844467	  0.00602853	    0.993971
37	1.87179305211741	-1.0307181291667	1.12388603693149	2.1918382182806	1.07886057054284	365	37	 3.89765e-07	           1	2	  0.00699408	    0.993006	2	    0.176198	    0.823802	  0.00699402	    0.993006
37	1.4019827369839	-1.0307181291667	0.815354115422086	2.60547714940451	1.77962845848292	366	37	 3.89765e-07	           1	2	  0.00389233	    0.996108	2	    0.106073	    0.893927	  0.00389229	    0.996108
37	0.00685955596266014	-1.0307181291667	1.41079491761842	2.69818202300961	1.47353305758842	367	37	 3.89765e-07	           1	2	  0.00111943	    0.998881	2	   0.0329114	    0.967089	  0.00111941	    0.998881
37	0.831617497862528	-1.0307181291667	2.18091246395453	2.14948702905017	-0.194919577498899	368	37	 3.89765e-07	           1	2	  0.00176138	    0.998239	2	   0.0508568	    0.949143	  0.00176136	    0.998239
37	-0.52130062945633	-1.0307181291667	2.14567438780584	2.42019966127772	0.683488665822214	369	37	 3.89765e-07	           1	2	 0.000603899	    0.999396	2	   0.0180188	    0.981981	 0.000603892	    0.999396
37	-0.39139893570468	-1.0307181291667	2.75568147858181	-0.520480045303651	2.101957761612	370	37	 3.89765e-07	           1	2	  0.00250287	    0.997497	2	   0.0708001	      0.9292	  0.00250285	    0.997497
38	0.251133425292324	-0.6987027497027	0.0277737773282606	1.07120435439418	0.548551968710226	371	38	    0.952101	   0.0478993	1	    0.917191	   0.0828091	1	    0.945126	   0.0548736	    0.361913	    0.638087
38	1.48442192164855	-0.6987027497027	2.14470548833987	-0.253739263445229	0.976080297177014	372	38	    0.952101	   0.0478993	1	    0.385385	    0.614615	2	    0.403676	    0.596324	   0.0218059	    0.978194
38	-0.399272400301218	-0.6987027497027	-0.237564377306518	0.275681559856663	0.855318581184831	373	38	    0.952101	   0.0478993	1	    0.971013	   0.0289866	1	    0.985266	   0.0147337	    0.687707	    0.312293
38	1.77861422574216	-0.6987027497027	-0.742848058234538	1.31642205984195	1.03575564505517	374	38	    0.952101	   0.0478993	1	    0.956105	    0.043895	1	    0.975608	   0.0243917	    0.568433	    0.431567
38	-0.430442180107257	-0.6987027497027	0.260905598625214	1.17014775965846	-0.22060217714758	375	38	    0.952101	   0.0478993	1	    0.914354	    0.085646	1	     0.94268	   0.0573198	    0.351312	    0.648688
38	0.0780677686548477	-0.6987027497027	0.429427144905415	-0.541754707176925	0.683269051677046	376	38	    0.952101	   0.0478993	1	     0.96618	   0.0338196	1	    0.982283	   0.0177172	    0.646111	    0.353889
38	-0.178791617728979	-0.6987027497027	1.56498749169822	0.683410743294678	1.53948353179504	377	38	    0.952101	   0.0478993	1	    0.296243	    0.703757	2	    0.310411	    0.689589	   0.0146068	    0.985393
38	-1.23266286854135	-0.6987027497027	1.49764928127945	0.0790148133366155	0.0650031334568678	378	38	    0.952101	   0.0478993	1	    0.759094	    0.240906	1	    0.791688	    0.208312	    0.111231	    0.888769
38	-0.148844699933928	-0.6987027497027	1.26469968482175	1.69155130412424	1.96583238086885	379	38	    0.952101	   0.0478993	1	    0.120869	    0.879131	2	     0.12671	     0.87329	  0.00475534	    0.995245
38	-1.2309035616303	-0.6987027497027	0.253423045269848	0.159890021622137	-0.350307643804304	380	38	    0.952101	   0.0478993	1	    0.972495	   0.0275049	1	    0.986152	   0.0138485	    0.701045	    0.298955
39	1.63159182031634	0.177614931655349	1.18370184032967	1.29324483290499	0.527921004457739	381	39	 1.49969e-05	    0.999985	2	   0.0354875	    0.964513	2	    0.527647	    0.472353	   0.0354801	     0.96452
39	0.70185155333735	0.177614931655349	3.22654969181861	2.7780306711156	-0.409231045331949	382	39	 1.49969e-05	    0.999985	2	 5.85531e-05	    0.999941	2	  0.00177425	    0.998226	 5.85273e-05	    0.999941
39	0.83764299311516	0.177614931655349	2.63448636466062	1.71721568162359	1.38951871819064	383	39	 1.49969e-05	    0.999985	2	 0.000316432	    0.999684	2	  0.00951651	    0.990483	 0.000316294	    0.999684
39	-0.562852792588141	0.177614931655349	2.64310497059486	2.36191176672399	0.131545854651372	384	39	 1.49969e-05	    0.999985	2	 0.000309178	    0.999691	2	  0.00930031	      0.9907	 0.000309043	    0.999691
39	1.06108533548887	0.177614931655349	1.16847723294152	1.60176768601635	0.15723868876881	385	39	 1.49969e-05	    0.999985	2	   0.0309716	    0.969028	2	    0.492477	    0.507523	   0.0309647	    0.969035
39	-2.09835651741899	0.177614931655349	2.23654012149775	0.723100103860376	0.69117558141661	386	39	 1.49969e-05	    0.999985	2	  0.00556927	    0.994431	2	    0.145303	    0.854697	  0.00556717	    0.994433
39	-0.194469518190496	0.177614931655349	1.94779965282254	2.3592533786541	-0.05796691660012	387	39	 1.49969e-05	    0.999985	2	  0.00192229	    0.998078	2	   0.0552331	    0.944767	  0.00192149	    0.998079
39	-0.308355603567942	0.177614931655349	0.916528630152632	-1.92208499075112	0.177014115351365	388	39	 1.49969e-05	    0.999985	2	    0.819341	    0.180659	1	    0.992791	  0.00720873	    0.819338	    0.180662
39	2.06669790342628	0.177614931655349	1.63035388212534	1.81846764255575	1.20047858917507	389	39	 1.49969e-05	    0.999985	2	  0.00358742	    0.996413	2	   0.0985207	    0.901479	  0.00358599	    0.996414
39	0.229313660315093	0.177614931655349	2.26499172026776	1.98225597742172	1.07300353960911	390	39	 1.49969e-05	    0.999985	2	 0.000665308	    0.999335	2	   0.0198079	    0.980192	 0.000665021	    0.999335
40	0.573340252618887	-0.607496879055063	1.56114062490041	3.3106138439587	-0.691947022554815	391	40	 9.64507e-05	    0.999904	2	  0.00165591	    0.998344	2	   0.0478301	     0.95217	  0.00165146	    0.998349
40	-0.0997590644344274	-0.607496879055063	0.840891828054432	2.30520085649758	1.93285534280805	392	40	 9.64507e-05	    0.999904	2	  0.00492714	    0.995073	2	    0.130429	    0.869571	  0.00491503	    0.995085
40	0.938674391985705	-0.607496879055063	1.73594376355534	1.47309536364731	0.869538681664486	393	40	 9.64507e-05	    0.999904	2	  0.00596178	    0.994038	2	    0.153754	    0.846246	  0.00594752	    0.994052
40	0.675634899059939	-0.607496879055063	1.50059468140225	0.422119551089156	0.782043773030571	394	40	 9.64507e-05	    0.999904	2	   0.0454549	    0.954545	2	    0.590886	    0.409114	   0.0454023	    0.954598
40	0.817815328151962	-0.607496879055063	2.82462603563408	1.11873306469307	-1.15045150800759	395	40	 9.64507e-05	    0.999904	2	  0.00340534	    0.996595	2	   0.0937899	     0.90621	  0.00339662	    0.996603
40	-1.0472772127007	-0.607496879055063	1.46752633606377	0.713765612922748	-0.600210452265289	396	40	 9.64507e-05	    0.999904	2	   0.0872936	    0.912706	2	    0.743726	    0.256274	   0.0872303	     0.91277
40	-0.530063928039146	-0.607496879055063	1.61941391695014	3.80961622202911	1.54958615994975	397	40	 9.64507e-05	    0.999904	2	 9.99014e-05	      0.9999	2	  0.00301634	    0.996984	 9.96201e-05	      0.9999
