g	y1	y2	id	t	State#1	State#2	State#	joint5_1_1	joint5_1_2	joint5_2_1	joint5_2_2
115	1.54699997505758	2.57295361132332	460	4	    0.977607	   0.0223932	1	    0.997009	  0.00299142	     0.97672	   0.0232802
116	-0.192489324307544	-0.599587144415081	461	1	  0.00356655	    0.996433	2	         nan	         nan	         nan	         nan
116	-1.09021744536408	0.0177901075450668	462	2	  0.00698495	    0.993015	2	   0.0517621	    0.948238	  0.00682468	    0.993175
116	1.64116728229351	2.40093437947414	463	3	     0.92709	   0.0729102	1	    0.990133	   0.0098665	    0.926646	   0.0733536
116	-1.9603451246397	-0.952484200755675	464	4	 0.000761663	    0.999238	2	 0.000813504	    0.999186	 0.000102478	    0.999898
117	-0.42479749722422	-0.195961447469171	465	1	   0.0150955	    0.984904	2	         nan	         nan	         nan	         nan
117	1.54686192502557	0.24100095200075	466	2	    0.330297	    0.669703	2	     0.79141	     0.20859	     0.32323	     0.67677
117	1.71341222419429	-0.817622782708432	467	3	    0.379674	    0.620326	2	    0.695953	    0.304047	    0.223686	    0.776314
117	2.99321678819057	1.04252040527134	468	4	    0.985799	   0.0142014	1	    0.997277	  0.00272261	    0.978773	    0.021227
118	-0.795518039243582	-0.535656629313925	469	1	   0.0101458	    0.989854	2	         nan	         nan	         nan	         nan
118	2.43269971952919	1.61182192473646	470	2	    0.986961	   0.0130387	1	    0.998325	  0.00167525	    0.986845	   0.0131551
118	1.57183010371608	1.34793252851978	471	3	    0.922067	   0.0779326	1	     0.92616	   0.0738395	     0.61224	     0.38776
118	-0.720604391950014	-0.103736406622434	472	4	   0.0293643	    0.970636	2	   0.0315015	    0.968498	  0.00407774	    0.995922
119	-1.11423720810904	-1.01681028354807	473	1	  0.00194038	     0.99806	2	         nan	         nan	         nan	         nan
119	3.22486668976245	-0.16408502817106	474	2	    0.763515	    0.236485	1	    0.962396	   0.0376038	    0.763128	    0.236872
119	0.326988334542444	-0.709544373156131	475	3	    0.125731	    0.874269	2	    0.157549	    0.842451	   0.0230001	       0.977
119	2.30351752655162	1.30681470444223	476	4	     0.95309	   0.0469098	1	    0.993052	  0.00694833	    0.947343	   0.0526568
120	1.43495198853568	2.20336752256766	477	1	    0.990739	  0.00926057	1	         nan	         nan	         nan	         nan
120	2.58793460488701	1.58738441888973	478	2	    0.998864	  0.00113592	1	    0.998932	  0.00106784	     0.99158	  0.00842042
120	0.561414552626028	1.77827265133105	479	3	    0.961074	   0.0389257	1	    0.961306	   0.0386945	    0.757713	    0.242287
120	2.39716250490696	0.338129756574192	480	4	     0.95913	   0.0408703	1	    0.966268	   0.0337321	    0.782888	    0.217112
