g	y1	y2	c1	c2	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
34	2.22116429174286	1.49433164359874	3	1	331	34	    0.663318	    0.336682	1	 0.000799601	      0.9992	2	  0.00116571	    0.998834	 7.83016e-05	    0.999922
34	0.686916075745466	0.160181381104187	2	3	332	34	    0.663318	    0.336682	1	    0.959768	   0.0402325	1	    0.992253	  0.00774717	    0.895766	    0.104234
34	-0.582442685658812	0.127778536737949	1	3	333	34	    0.663318	    0.336682	1	    0.999617	 0.000382771	1	    0.999933	 6.74318e-05	    0.998996	  0.00100404
34	0.208910692659489	0.532110313705186	2	2	334	34	    0.663318	    0.336682	1	    0.798621	    0.201379	1	     0.94118	   0.0588196	    0.517755	    0.482245
34	-1.89534284319015	-0.289980258314588	1	3	335	34	    0.663318	    0.336682	1	    0.999985	 1.50973e-05	1	    0.999997	 2.65755e-06	     0.99996	 3.96058e-05
34	2.60030347180492	0.599917246601456	2	1	336	34	    0.663318	    0.336682	1	  0.00752473	    0.992475	2	   0.0109667	    0.989033	 0.000743446	    0.999257
34	1.37005969727339	1.1773234572532	3	1	337	34	    0.663318	    0.336682	1	  0.00781534	    0.992185	2	   0.0113901	     0.98861	 0.000772456	    0.999228
34	1.26765008036013	2.15506324665829	3	2	338	34	    0.663318	    0.336682	1	   0.0184724	    0.981528	2	   0.0269085	    0.973091	  0.00185199	    0.998148
34	0.0533886430436314	1.20943459088554	3	2	339	34	    0.663318	    0.336682	1	    0.411971	    0.588029	2	    0.578306	    0.421694	   0.0842633	    0.915737
34	0.201340363509141	-0.850970519579381	2	3	340	34	    0.663318	    0.336682	1	    0.995785	  0.00421502	1	    0.999251	 0.000748749	    0.988956	   0.0110441
35	2.76517768770916	0.817530713171829	3	2	341	35	    0.014377	    0.985623	2	 0.000538946	    0.999461	2	  0.00665995	     0.99334	  0.00044966	     0.99955
35	1.68717942365621	2.16079433109786	1	2	342	35	    0.014377	    0.985623	2	   0.0401978	    0.959802	2	    0.354948	    0.645052	   0.0356066	    0.964393
35	-0.548180417770415	1.56380414868714	2	2	343	35	    0.014377	    0.985623	2	    0.566328	    0.433672	1	    0.950062	   0.0499385	    0.560731	    0.439269
35	1.36536142766527	1.27105138953122	3	2	344	35	    0.014377	    0.985623	2	   0.0061031	    0.993897	2	   0.0715963	    0.928404	  0.00514777	    0.994852
35	-1.65556036331543	-1.95499661263293	1	3	345	35	    0.014377	    0.985623	2	    0.999992	 7.73463e-06	1	    0.999999	 5.26034e-07	    0.999992	 7.83978e-06
35	2.88021410763972	0.325331425988462	3	1	346	35	    0.014377	    0.985623	2	 0.000107471	    0.999893	2	  0.00133351	    0.998666	 8.95866e-05	     0.99991
35	0.257816543186528	-0.440138931835955	3	1	347	35	    0.014377	    0.985623	2	   0.0735079	    0.926492	2	    0.517116	    0.482884	   0.0670371	    0.932963
35	-0.715117517780873	1.824306591819	1	3	348	35	    0.014377	    0.985623	2	    0.992444	  0.00755592	1	    0.999482	  0.00051757	    0.992341	  0.00765859
35	1.92508733577437	2.04881508324161	3	1	349	35	    0.014377	    0.985623	2	 8.25604e-05	    0.999917	2	  0.00102466	    0.998975	 6.88181e-05	    0.999931
35	1.40498304855398	3.04984023044994	3	2	350	35	    0.014377	    0.985623	2	 0.000455625	    0.999544	2	  0.00563478	    0.994365	 0.000380078	     0.99962
36	-0.256990850960317	1.30361617951554	1	3	351	36	    0.999831	 0.000169262	1	    0.999349	 0.000651124	1	     0.99935	  0.00064961	    0.990405	  0.00959491
36	-0.677112662653603	0.631498141268044	1	1	352	36	    0.999831	 0.000169262	1	    0.989116	   0.0108835	1	    0.989138	   0.0108616	    0.859361	    0.140639
36	1.0367006237995	-0.441724370353162	1	2	353	36	    0.999831	 0.000169262	1	    0.987107	   0.0128929	1	    0.987132	   0.0128676	    0.837329	    0.162671
36	0.189587259806559	0.48163730338446	1	3	354	36	    0.999831	 0.000169262	1	    0.999457	 0.000543399	1	    0.999458	 0.000542133	    0.991981	  0.00801933
36	0.981801518999117	-0.344296631636173	1	2	355	36	    0.999831	 0.000169262	1	    0.986993	   0.0130069	1	    0.987019	   0.0129813	     0.83611	     0.16389
36	1.47412153716204	2.79392831580292	2	1	356	36	    0.999831	 0.000169262	1	  0.00602313	    0.993977	2	  0.00602408	    0.993976	 0.000406486	    0.999594
36	0.454977844392438	-0.793383999129222	1	3	357	36	    0.999831	 0.000169262	1	    0.999821	 0.000179249	1	    0.999821	  0.00017883	    0.997341	  0.00265861
36	-0.172473407098995	1.11418453218834	1	2	358	36	    0.999831	 0.000169262	1	    0.992028	  0.00797204	1	    0.992045	  0.00795532	    0.893245	    0.106755
36	0.670355614237057	-1.75891969313679	2	3	359	36	    0.999831	 0.000169262	1	    0.999352	 0.000648137	1	    0.999353	  0.00064663	    0.990449	  0.00955129
36	1.02880707111415	-1.64792171610899	3	1	360	36	    0.999831	 0.000169262	1	    0.489993	    0.510007	2	    0.490066	    0.509934	   0.0605771	    0.939423
37	2.66742790136468	1.14958895337171	1	2	361	37	  0.00080567	    0.999194	2	   0.0175001	      0.9825	2	    0.208289	    0.791711	   0.0173463	    0.982654
37	2.16178248129318	0.0044327065199059	1	3	362	37	  0.00080567	    0.999194	2	    0.771007	    0.228993	1	    0.980443	   0.0195573	    0.770838	    0.229162
37	0.738552340992059	1.96439289114778	3	1	363	37	  0.00080567	    0.999194	2	  0.00101129	    0.998989	2	   0.0147029	    0.985297	  0.00100025	       0.999
37	0.806323527715061	-1.45978099942537	1	3	364	37	  0.00080567	    0.999194	2	    0.997584	  0.00241565	1	    0.999837	 0.000162573	    0.997583	  0.00241746
37	1.77639102341547	0.805175582385401	2	1	365	37	  0.00080567	    0.999194	2	   0.0034594	    0.996541	2	   0.0486966	    0.951303	  0.00342292	    0.996577
37	1.93596554959441	0.409811407177041	3	1	366	37	  0.00080567	    0.999194	2	 0.000647186	    0.999353	2	  0.00945545	    0.990545	 0.000640083	     0.99936
37	2.43301286277278	0.00909091468831891	3	1	367	37	  0.00080567	    0.999194	2	  0.00037049	     0.99963	2	  0.00543314	    0.994567	 0.000366408	    0.999634
37	1.91176538335796	0.96898486078282	3	3	368	37	  0.00080567	    0.999194	2	   0.0313324	    0.968668	2	    0.323562	    0.676438	   0.0310968	    0.968903
37	2.14975148070665	0.122552085389586	3	1	369	37	  0.00080567	    0.999194	2	 0.000594198	    0.999406	2	   0.0086875	    0.991313	 0.000587673	    0.999412
37	2.89333727824461	2.6574122984254	3	2	370	37	  0.00080567	    0.999194	2	   2.606e-05	    0.999974	2	 0.000383951	    0.999616	 2.57714e-05	    0.999974
38	1.07700001152275	-0.00950416536584564	1	1	371	38	 1.37593e-05	    0.999986	2	    0.262602	    0.737398	2	    0.841453	    0.158547	    0.262594	    0.737406
38	1.93613445144504	2.11905029355845	3	2	372	38	 1.37593e-05	    0.999986	2	 0.000458337	    0.999542	2	  0.00678637	    0.993214	  0.00045825	    0.999542
38	1.87068936371963	1.57879964951696	3	1	373	38	 1.37593e-05	    0.999986	2	 0.000149862	     0.99985	2	  0.00222842	    0.997772	 0.000149833	     0.99985
38	2.15304700307332	3.09963284391216	1	2	374	38	 1.37593e-05	    0.999986	2	  0.00344033	     0.99656	2	   0.0489245	    0.951076	   0.0034397	     0.99656
38	1.73200459836994	2.85407436824587	3	1	375	38	 1.37593e-05	    0.999986	2	 3.30447e-05	    0.999967	2	 0.000492167	    0.999508	 3.30384e-05	    0.999967
38	0.970198571000044	1.41833110012024	2	1	376	38	 1.37593e-05	    0.999986	2	  0.00837582	    0.991624	2	    0.111793	    0.888207	   0.0083744	    0.991626
38	1.75886952922289	1.2650253064011	3	2	377	38	 1.37593e-05	    0.999986	2	  0.00222032	     0.99778	2	   0.0320942	    0.967906	  0.00221991	     0.99778
38	2.42629760986404	-0.180441932282989	3	1	378	38	 1.37593e-05	    0.999986	2	 0.000476998	    0.999523	2	  0.00706085	    0.992939	 0.000476907	    0.999523
38	1.39721789435402	2.01306676718851	3	1	379	38	 1.37593e-05	    0.999986	2	 0.000227613	    0.999772	2	  0.00338092	    0.996619	 0.000227569	    0.999772
38	2.51443336906184	1.3002249145023	2	1	380	38	 1.37593e-05	    0.999986	2	  0.00034639	    0.999654	2	  0.00513676	    0.994863	 0.000346324	    0.999654
39	-1.51410607995515	0.613969599782617	1	2	381	39	    0.999969	 3.12216e-05	1	    0.999744	 0.000255602	1	    0.999745	 0.000255492	    0.996206	  0.00379429
39	0.932101476445551	-1.24284313263121	1	3	382	39	    0.999969	 3.12216e-05	1	    0.999721	 0.000279214	1	    0.999721	 0.000279094	    0.995857	  0.00414344
39	0.932829091302827	0.409145604975105	3	2	383	39	    0.999969	 3.12216e-05	1	    0.386116	    0.613884	2	    0.386127	    0.613873	   0.0404954	    0.959505
39	-0.465832348938161	0.00863660141268152	1	3	384	39	    0.999969	 3.12216e-05	1	    0.999927	 7.34279e-05	1	    0.999927	  7.3396e-05	    0.998907	  0.00109276
39	0.278898213536727	-0.142860360530359	2	1	385	39	    0.999969	 3.12216e-05	1	    0.817627	    0.182373	1	    0.817645	    0.182355	    0.231273	    0.768727
39	0.494956298592621	1.28997674166822	1	3	386	39	    0.999969	 3.12216e-05	1	    0.996905	  0.00309466	1	    0.996907	  0.00309338	    0.955798	   0.0442017
39	0.0757413205652389	0.378395691110808	1	2	387	39	    0.999969	 3.12216e-05	1	    0.995035	  0.00496501	1	    0.995037	    0.004963	    0.930808	   0.0691924
39	-1.90912607957395	0.173431973583679	1	3	388	39	    0.999969	 3.12216e-05	1	    0.999995	 4.75494e-06	1	    0.999995	 4.75288e-06	    0.999929	 7.08306e-05
39	1.26373069058838	0.398327530111436	1	3	389	39	    0.999969	 3.12216e-05	1	     0.99524	  0.00476041	1	    0.995242	  0.00475848	    0.933482	    0.066518
39	-0.533785694941297	0.0271692216801002	1	3	390	39	    0.999969	 3.12216e-05	1	    0.999935	 6.53395e-05	1	    0.999935	 6.53112e-05	    0.999028	 0.000972494
40	1.1079475571813	-1.77536022874165	1	3	391	40	    0.997231	  0.00276905	1	    0.999782	 0.000217606	1	     0.99979	 0.000209562	    0.996886	  0.00311418
40	-0.69743078522868	1.16538418467779	2	2	392	40	    0.997231	  0.00276905	1	    0.977607	   0.0223927	1	    0.978237	   0.0217634	    0.750993	    0.249007
40	-1.46666478617922	-0.497855095769055	3	3	393	40	    0.997231	  0.00276905	1	    0.999751	 0.000249483	1	     0.99976	 0.000240266	    0.996431	  0.00356892
40	1.87255261837425	-0.941994785786161	3	3	394	40	    0.997231	  0.00276905	1	    0.864489	    0.135511	1	    0.866049	    0.133951	     0.30256	     0.69744
40	0.285305103394782	0.961296316861277	1	3	395	40	    0.997231	  0.00276905	1	    0.998685	  0.00131547	1	    0.998732	  0.00126758	    0.981436	   0.0185644
40	2.98970806218595	1.21063595944224	3	3	396	40	    0.997231	  0.00276905	1	   0.0308571	    0.969143	2	   0.0309369	    0.969063	  0.00213748	    0.997863
40	-0.191448320593773	-0.455630051501265	1	3	397	40	    0.997231	  0.00276905	1	    0.999926	 7.36199e-05	1	    0.999929	 7.08934e-05	    0.998944	  0.00105553
40	-0.894058105185632	1.48734475149119	2	3	398	40	    0.997231	  0.00276905	1	    0.998215	  0.00178505	1	     0.99828	  0.00172047	    0.974958	   0.0250423
40	0.317944003223719	2.32165663427123	3	2	399	40	    0.997231	  0.00276905	1	    0.141536	    0.858464	2	    0.141899	    0.858101	   0.0109737	    0.989026
40	-0.511819392633867	0.126212200691336	3	1	400	40	    0.997231	  0.00276905	1	    0.717036	    0.282964	1	    0.718621	    0.281379	    0.146293	    0.853707
41	0.00707602738770023	-1.25646722441969	1	3	401	41	    0.999775	 0.000224858	1	    0.999961	 3.87746e-05	1	    0.999961	 3.86538e-05	    0.999424	 0.000575774
41	-1.6840634274636	3.03936767034687	1	3	402	41	    0.999775	 0.000224858	1	    0.999593	 0.000407327	1	    0.999594	 0.000406066	    0.993982	  0.00601789
41	-0.0938918618513664	-0.384285554404726	1	1	403	41	    0.999775	 0.000224858	1	    0.990421	  0.00957889	1	    0.990447	  0.00955277	    0.874321	    0.125679
41	0.0774238406199513	0.519603728272528	2	3	404	41	    0.999775	 0.000224858	1	    0.996528	  0.00347191	1	    0.996538	  0.00346162	    0.950778	   0.0492219
41	-0.792031471851574	-0.698925941440236	1	3	405	41	    0.999775	 0.000224858	1	    0.999985	 1.49227e-05	1	    0.999985	 1.48762e-05	    0.999778	 0.000221664
41	0.155920157103139	2.20064315030125	3	2	406	41	    0.999775	 0.000224858	1	    0.216561	    0.783439	2	    0.216605	    0.783395	   0.0182143	    0.981786
41	0.722214559082785	1.04380114090136	1	3	407	41	    0.999775	 0.000224858	1	    0.996415	  0.00358498	1	    0.996426	  0.00357437	    0.949251	   0.0507492
41	0.00989365996654626	-1.65842902246161	1	2	408	41	    0.999775	 0.000224858	1	    0.999683	 0.000316724	1	    0.999684	 0.000315741	    0.995315	  0.00468514
41	2.42427761564703	1.04162174635654	3	2	409	41	    0.999775	 0.000224858	1	   0.0103881	    0.989612	2	   0.0103903	     0.98961	 0.000703986	    0.999296
41	0.453170304831989	1.33821953452993	2	3	410	41	    0.999775	 0.000224858	1	     0.97709	   0.0229103	1	    0.977143	   0.0228573	    0.741495	    0.258505
42	1.34517535696071	0.719561512010214	3	3	411	42	    0.998832	  0.00116809	1	    0.695682	    0.304318	1	     0.69634	     0.30366	    0.133348	    0.866652
42	-0.191776570334123	1.6642433176705	1	2	412	42	    0.998832	  0.00116809	1	    0.983574	   0.0164257	1	    0.983786	   0.0162143	    0.802803	    0.197197
42	4.02512226381581	1.19939461924214	1	1	413	42	    0.998832	  0.00116809	1	  0.00154701	    0.998453	2	   0.0015487	    0.998451	 0.000104064	    0.999896
42	0.725221214191598	0.149108779246513	1	3	414	42	    0.998832	  0.00116809	1	    0.998901	  0.00109937	1	    0.998918	  0.00108208	    0.984112	   0.0158879
42	3.08400604730587	2.04825280746344	1	1	415	42	    0.998832	  0.00116809	1	  0.00393456	    0.996065	2	  0.00393885	    0.996061	 0.000265262	    0.999735
42	-0.413156274870252	0.507953620812972	1	3	416	42	    0.998832	  0.00116809	1	    0.999838	 0.000161618	1	    0.999841	 0.000159041	    0.997635	  0.00236506
42	-1.11558488197025	-1.26856115968046	2	2	417	42	    0.998832	  0.00116809	1	    0.999611	 0.000389286	1	    0.999617	 0.000383099	    0.994321	  0.00567933
42	0.447171036026717	-0.591917147543018	1	2	418	42	    0.998832	  0.00116809	1	    0.996905	  0.00309505	1	    0.996952	  0.00304771	    0.956424	   0.0435755
42	-0.383830716643867	-0.622410216565915	2	3	419	42	    0.998832	  0.00116809	1	      0.9997	 0.000299539	1	    0.999705	 0.000294773	    0.995625	  0.00437527
42	-0.751522386925687	-1.60108135592087	1	2	420	42	    0.998832	  0.00116809	1	    0.999929	 7.05725e-05	1	    0.999931	 6.94458e-05	    0.998966	    0.001034
43	0.675974327006841	0.04688201543464	2	1	421	43	    0.814176	    0.185824	1	    0.506345	    0.493655	1	    0.600964	    0.399036	   0.0917774	    0.908223
43	2.49757817231079	3.47624205284348	2	1	422	43	    0.814176	    0.185824	1	 0.000197018	    0.999803	2	 0.000238334	    0.999762	 1.59952e-05	    0.999984
43	0.96740129475521	-0.151106614122937	1	3	423	43	    0.814176	    0.185824	1	    0.995678	  0.00432222	1	    0.998778	  0.00122187	    0.982094	   0.0179062
43	0.232135843129635	1.3249431071519	1	2	424	43	    0.814176	    0.185824	1	    0.929566	   0.0704342	1	    0.975553	   0.0244471	    0.728076	    0.271924
43	2.1473842738609	2.11961555080879	3	2	425	43	    0.814176	    0.185824	1	  0.00354088	    0.996459	2	  0.00428318	    0.995717	 0.000288544	    0.999711
43	1.09384317317435	1.77867624910971	3	1	426	43	    0.814176	    0.185824	1	  0.00742632	    0.992574	2	  0.00898254	    0.991017	   0.0006078	    0.999392
43	0.92332484934518	-1.05873385396441	2	3	427	43	    0.814176	    0.185824	1	    0.990741	  0.00925906	1	    0.997343	  0.00265685	    0.961814	   0.0381863
43	-1.16476234727881	-0.0266866754464187	1	3	428	43	    0.814176	    0.185824	1	    0.999941	 5.93477e-05	1	    0.999983	 1.65637e-05	    0.999753	 0.000246803
43	2.81366327517304	-0.683470762922335	3	3	429	43	    0.814176	    0.185824	1	     0.30789	     0.69211	2	    0.369525	    0.630475	   0.0378382	    0.962162
43	-0.748793920238708	0.366291910644967	1	3	430	43	    0.814176	    0.185824	1	    0.999765	 0.000234964	1	    0.999934	  6.5612e-05	    0.999023	 0.000976969
44	-0.429734877527265	-0.445171328225282	1	2	431	44	     0.99998	 2.01526e-05	1	    0.999414	 0.000586381	1	    0.999414	 0.000586218	    0.991334	  0.00866617
44	-0.414851367153094	0.192740131132979	1	2	432	44	     0.99998	 2.01526e-05	1	    0.998605	  0.00139491	1	    0.998605	  0.00139452	    0.979612	   0.0203882
44	-1.96499706541145	0.72746111254355	1	1	433	44	     0.99998	 2.01526e-05	1	    0.999099	 0.000900912	1	    0.999099	 0.000900663	    0.986743	   0.0132572
44	1.34697536111375	-2.02433846487226	1	2	434	44	     0.99998	 2.01526e-05	1	    0.996547	  0.00345346	1	    0.996547	  0.00345254	    0.950901	   0.0490986
44	0.388393741033963	-0.986426006937822	1	3	435	44	     0.99998	 2.01526e-05	1	    0.999879	 0.000121472	1	    0.999879	 0.000121438	    0.998193	  0.00180683
44	0.423944419341893	-0.00517955900751973	1	1	436	44	     0.99998	 2.01526e-05	1	    0.954992	   0.0450082	1	    0.954999	   0.0450008	    0.587448	    0.412552
44	1.31236837609167	1.34791186404487	3	3	437	44	     0.99998	 2.01526e-05	1	    0.510537	    0.489463	1	    0.510546	    0.489454	   0.0654109	    0.934589
44	-1.66789576917209	-0.288790043217158	1	3	438	44	     0.99998	 2.01526e-05	1	    0.999996	  4.2168e-06	1	    0.999996	 4.21562e-06	    0.999937	 6.28245e-05
44	0.608321052260658	-0.54537440104198	1	3	439	44	     0.99998	 2.01526e-05	1	    0.999659	 0.000340595	1	     0.99966	   0.0003405	    0.994949	  0.00505079
44	0.704980157709366	-0.206877632977582	2	2	440	44	     0.99998	 2.01526e-05	1	    0.937073	   0.0629267	1	    0.937082	   0.0629179	    0.499833	    0.500167
45	2.62791705801492	-1.24600943568244	2	2	441	45	    0.391023	    0.608977	2	    0.215441	    0.784559	2	    0.465112	    0.534888	   0.0551283	    0.944872
45	-0.506236260313766	-1.2069225165922	1	2	442	45	    0.391023	    0.608977	2	    0.998216	  0.00178434	1	    0.999811	 0.000188954	    0.997191	  0.00280873
45	3.11658342268943	1.0437636352095	3	2	443	45	    0.391023	    0.608977	2	 0.000971534	    0.999028	2	  0.00224908	    0.997751	 0.000151225	    0.999849
45	0.204168543081618	0.64694528920714	3	2	444	45	    0.391023	    0.608977	2	    0.343476	    0.656524	2	    0.682272	    0.317728	    0.125936	    0.874064
45	0.713752904888468	2.8945849529511	2	2	445	45	    0.391023	    0.608977	2	   0.0737856	    0.926214	2	    0.167896	    0.832104	   0.0133576	    0.986642
45	2.35907545228643	2.30406094687991	3	1	446	45	    0.391023	    0.608977	2	 0.000119089	    0.999881	2	 0.000275738	    0.999724	 1.85061e-05	    0.999981
45	0.92553308825729	1.90164240826386	3	3	447	45	    0.391023	    0.608977	2	    0.247408	    0.752592	2	    0.525141	    0.474859	   0.0690766	    0.930923
45	-0.0323134991342888	-0.837285030331314	1	3	448	45	    0.391023	    0.608977	2	    0.999427	 0.000572694	1	    0.999939	 6.05425e-05	    0.999098	 0.000901546
45	-0.123172055414053	0.810414855741508	1	3	449	45	    0.391023	    0.608977	2	    0.995879	   0.0041214	1	    0.999562	 0.000437883	    0.993513	  0.00648657
45	1.44320222973079	0.300945427460791	1	2	450	45	    0.391023	    0.608977	2	    0.633383	    0.366617	1	      0.9234	   0.0765995	    0.447164	    0.552836
46	0.6071747833455	1.21508124898958	1	3	451	46	    0.999973	 2.73248e-05	1	     0.99646	  0.00354043	1	    0.996461	  0.00353915	    0.949727	   0.0502726
46	-1.31229408079042	-0.893207763703601	1	3	452	46	    0.999973	 2.73248e-05	1	    0.999996	 3.98826e-06	1	    0.999996	 3.98675e-06	    0.999941	 5.94139e-05
46	-0.884444704235856	-0.0604757742106626	1	3	453	46	    0.999973	 2.73248e-05	1	    0.999972	 2.81918e-05	1	    0.999972	 2.81811e-05	     0.99958	 0.000419838
46	0.0896231526318764	1.26716379029174	1	1	454	46	    0.999973	 2.73248e-05	1	    0.885561	    0.114439	1	    0.885576	    0.114424	      0.3418	      0.6582
46	1.24204126772642	-0.343631337530664	1	2	455	46	    0.999973	 2.73248e-05	1	    0.977498	   0.0225019	1	    0.977504	   0.0224955	    0.744612	    0.255388
46	-0.923779375330947	-1.0962115745088	1	3	456	46	    0.999973	 2.73248e-05	1	    0.999993	 6.83545e-06	1	    0.999993	 6.83285e-06	    0.999898	 0.000101825
46	0.199177367906888	-1.39257692540339	2	3	457	46	    0.999973	 2.73248e-05	1	    0.999624	 0.000376143	1	    0.999624	 0.000376001	    0.994425	  0.00557465
46	1.04873757799707	0.69111987416137	2	2	458	46	    0.999973	 2.73248e-05	1	     0.68423	     0.31577	1	    0.684245	    0.315755	    0.126943	    0.873057
46	1.43871666103991	1.99321469263374	1	3	459	46	    0.999973	 2.73248e-05	1	    0.941266	   0.0587344	1	    0.941277	   0.0587228	    0.518192	    0.481808
46	-1.18811162689139	0.666977703435023	1	2	460	46	    0.999973	 2.73248e-05	1	    0.999466	 0.000533711	1	    0.999466	  0.00053351	    0.992107	  0.00789272
47	-0.630479648406783	-0.892954944612474	2	3	461	47	    0.999579	  0.00042065	1	    0.999874	 0.000125627	1	    0.999875	 0.000124898	    0.998142	  0.00185821
47	-0.539891702122385	0.0768097886090879	3	3	462	47	    0.999579	  0.00042065	1	     0.99657	  0.00342952	1	    0.996589	  0.00341054	    0.951472	   0.0485284
47	3.1279694402346	3.65455518377981	3	1	463	47	    0.999579	  0.00042065	1	 6.99449e-06	    0.999993	2	 6.99723e-06	    0.999993	   4.695e-07	           1
47	1.13751946970453	-0.444426148771157	1	3	464	47	    0.999579	  0.00042065	1	    0.998792	  0.00120761	1	    0.998799	  0.00120071	    0.982399	   0.0176011
47	0.587781537279837	0.686200319810729	1	3	465	47	    0.999579	  0.00042065	1	    0.998335	  0.00166493	1	    0.998345	  0.00165548	    0.975882	   0.0241176
47	-0.190250700673615	-0.115754132967735	1	3	466	47	    0.999579	  0.00042065	1	    0.999889	 0.000111336	1	    0.999889	  0.00011069	    0.998353	  0.00164715
47	2.85126785511735	2.02745181668212	3	2	467	47	    0.999579	  0.00042065	1	  0.00103557	    0.998964	2	  0.00103598	    0.998964	 6.95788e-05	     0.99993
47	0.531958684092916	0.364924403713224	2	3	468	47	    0.999579	  0.00042065	1	    0.992641	  0.00735946	1	    0.992679	  0.00732088	    0.900972	   0.0990282
47	0.10190089180561	-1.28256742620035	2	2	469	47	    0.999579	  0.00042065	1	    0.995277	   0.0047231	1	    0.995303	  0.00469743	    0.934283	   0.0657169
47	0.620197637230109	1.87528884497122	2	3	470	47	    0.999579	  0.00042065	1	    0.933985	   0.0660151	1	    0.934173	   0.0658273	    0.487757	    0.512243
48	0.582559692246354	-1.0434152822492	2	3	471	48	 0.000893567	    0.999106	2	     0.98081	   0.0191902	1	    0.998688	   0.0013122	    0.980794	   0.0192062
48	3.97980927627146	0.701123311442904	3	1	472	48	 0.000893567	    0.999106	2	 4.63286e-06	    0.999995	2	 6.81951e-05	    0.999932	 4.57601e-06	    0.999995
48	-0.855784675853635	0.44815871198587	1	3	473	48	 0.000893567	    0.999106	2	    0.999127	 0.000873329	1	    0.999941	  5.8695e-05	    0.999126	 0.000874058
48	3.35876116098827	1.24553835408077	3	1	474	48	 0.000893567	    0.999106	2	 8.95824e-06	    0.999991	2	 0.000131856	    0.999868	 8.84832e-06	    0.999991
48	1.99650884243556	1.57867755457	3	2	475	48	 0.000893567	    0.999106	2	 0.000868293	    0.999132	2	   0.0126333	    0.987367	 0.000857771	    0.999142
48	1.26134583993163	1.31726510901112	1	1	476	48	 0.000893567	    0.999106	2	   0.0388129	    0.961187	2	    0.373819	    0.626181	   0.0385133	    0.961487
48	2.00143261569263	1.98178051057084	3	3	477	48	 0.000893567	    0.999106	2	  0.00650687	    0.993493	2	   0.0880163	    0.911984	  0.00643397	    0.993566
48	1.56072639617665	4.14875324409523	2	1	478	48	 0.000893567	    0.999106	2	 4.58476e-05	    0.999954	2	 0.000674493	    0.999326	 4.52853e-05	    0.999955
48	1.7782696449101	2.94106514608374	3	1	479	48	 0.000893567	    0.999106	2	 2.66527e-05	    0.999973	2	 0.000392207	    0.999608	 2.63258e-05	    0.999974
48	3.35021290944993	0.872697538652756	1	1	480	48	 0.000893567	    0.999106	2	 0.000754977	    0.999245	2	   0.0110013	    0.988999	 0.000745813	    0.999254
49	2.81158503555019	1.66259124675324	3	1	481	49	  4.0902e-05	    0.999959	2	 1.68411e-05	    0.999983	2	 0.000250793	    0.999749	 1.68315e-05	    0.999983
49	3.64299479547693	2.62690344504283	3	2	482	49	  4.0902e-05	    0.999959	2	 5.02758e-06	    0.999995	2	 7.48815e-05	    0.999925	 5.02472e-06	    0.999995
49	1.31767478409364	3.22470239731214	3	1	483	49	  4.0902e-05	    0.999959	2	 4.71533e-05	    0.999953	2	 0.000701898	    0.999298	 4.71265e-05	    0.999953
49	2.65837982932845	0.266642457259139	2	1	484	49	  4.0902e-05	    0.999959	2	  0.00102143	    0.998979	2	   0.0150016	    0.984998	  0.00102086	    0.998979
49	2.6958075165056	2.15628922108663	3	2	485	49	  4.0902e-05	    0.999959	2	 8.18905e-05	    0.999918	2	  0.00121839	    0.998782	 8.18441e-05	    0.999918
49	1.74697063399688	1.45349307866739	2	1	486	49	  4.0902e-05	    0.999959	2	  0.00150421	    0.998496	2	   0.0219471	    0.978053	  0.00150337	    0.998497
49	2.87430213889148	-0.171998180252453	3	2	487	49	  4.0902e-05	    0.999959	2	   0.0013188	    0.998681	2	   0.0192904	     0.98071	  0.00131806	    0.998682
49	0.824287013861102	2.99123276911193	3	1	488	49	  4.0902e-05	    0.999959	2	 0.000191216	    0.999809	2	  0.00284065	    0.997159	 0.000191107	    0.999809
49	1.24949678045459	-0.855542461204591	1	2	489	49	  4.0902e-05	    0.999959	2	    0.847333	    0.152667	1	    0.988055	   0.0119453	    0.847327	    0.152673
49	0.136129382296762	0.753363418891021	3	1	490	49	  4.0902e-05	    0.999959	2	   0.0187572	    0.981243	2	    0.221649	    0.778351	   0.0187489	    0.981251
50	-1.12854020374945	0.357494978947452	2	2	491	50	    0.995979	  0.00402054	1	    0.996777	  0.00322252	1	    0.996941	    0.003059	     0.95627	   0.0437304
50	-1.25651380624144	-1.26494072935287	1	2	492	50	    0.995979	  0.00402054	1	     0.99996	  3.9527e-05	1	    0.999963	 3.74355e-05	    0.999442	 0.000557636
50	-0.665868431863408	-0.213331526250195	2	3	493	50	    0.995979	  0.00402054	1	    0.999705	 0.000294608	1	    0.999721	 0.000279072	    0.995857	  0.00414313
50	0.00417769207707588	-1.09440755949921	1	2	494	50	    0.995979	  0.00402054	1	    0.999333	 0.000666917	1	    0.999368	 0.000631922	    0.990664	  0.00933593
50	3.12706669867642	-0.779735840603043	3	2	495	50	    0.995979	  0.00402054	1	   0.0239194	    0.976081	2	   0.0240093	    0.975991	  0.00164787	    0.998352
50	0.509977353798856	-0.445670512409894	1	2	496	50	    0.995979	  0.00402054	1	    0.995578	   0.0044222	1	    0.995799	  0.00420124	    0.940842	   0.0591583
